movie_id,title,release
10153,Sphere,1998
153518,The Angry Birds Movie,2016
8676,Fool's Gold,2008
20829,Funny People,2009
4349,The Kingdom,2007
9718,Talladega Nights: The Ballad of Ricky Bobby,2006
10808,Dr. Dolittle 2,2001
197,Braveheart,1995
25,Jarhead,2005
35,The Simpsons Movie,2007
11086,The Majestic,2001
10477,Driven,2001
1997,Two Brothers,2004
6947,The Village,2004
3050,Doctor Dolittle,1998
2675,Signs,2002
809,Shrek 2,2004
920,Cars,2006
4806,Runaway Bride,1999
7451,xXx,2002
228165,The SpongeBob Movie: Sponge Out of Water,2015
3595,Ransom,1996
16869,Inglourious Basterds,2009
879,Hook,1991
1573,Die Hard 2,1990
9257,S.W.A.T.,2003
1903,Vanilla Sky,2001
9697,Lady in the Water,2006
395,AVP: Alien vs. Predator,2004
23398,Alvin and the Chipmunks: The Squeakquel,2009
10590,We Were Soldiers,2002
117263,Olympus Has Fallen,2013
200,Star Trek: Insurrection,1998
44943,Battle: Los Angeles,2011
587,Big Fish,2003
10395,Wolf,1994
57212,War Horse,2011
152760,The Monuments Men,2014
2756,The Abyss,1989
33909,Wall Street: Money Never Sleeps,2010
49017,Dracula Untold,2014
9882,The Siege,1998
2270,Stardust,2007
978,Seven Years in Tibet,1997
44564,The Dilemma,2011
3132,Bad Company,2002
8814,Doom,2005
8427,I Spy,2002
52520,Underworld: Awakening,2012
80585,Rock of Ages,2012
10592,Hart's War,2002
49021,Killer Elite,2011
11535,Rollerball,2002
10550,Ballistic: Ecks vs. Sever,2002
11258,Hard Rain,1998
12610,Osmosis Jones,2001
59981,Legends of Oz: Dorothy's Return,2013
201088,Blackhat,2015
5137,Sky Captain and the World of Tomorrow,2004
3093,Basic Instinct 2,2006
107846,Escape Plan,2013
188207,The Legend of Hercules,2014
4614,The Sum of All Fears,2002
24021,The Twilight Saga: Eclipse,2010
11371,The Score,2001
20352,Despicable Me,2010
11517,Money Train,1995
214756,Ted 2,2015
26428,Agora,2009
9824,Mystery Men,1999
48988,Hall Pass,2011
9008,The Insider,1999
300673,The Finest Hours,2016
12113,Body of Lies,2008
38778,Dinner for Schmucks,2010
72331,Abraham Lincoln: Vampire Hunter,2012
1844,Entrapment,1999
846,The X Files,1998
9703,The Last Legion,2007
857,Saving Private Ryan,1998
136797,Need for Speed,2014
3981,What Women Want,2000
425,Ice Age,2002
6171,Dreamcatcher,2003
72976,Lincoln,2012
603,The Matrix,1999
568,Apollo 13,1995
9021,The Santa Clause 2,2002
82695,Les Misérables,2012
9489,You've Got Mail,1998
12133,Step Brothers,2008
9342,The Mask of Zorro,1998
41733,Due Date,2010
227306,Unbroken,2014
5551,Space Cowboys,2000
9350,Cliffhanger,1993
9208,Broken Arrow,1996
4244,The Kid,2000
1852,World Trade Center,2006
11820,Mona Lisa Smile,2003
76493,The Dictator,2012
345,Eyes Wide Shut,1999
196867,Annie,2014
256591,Focus,2015
59962,This Means War,2012
36648,Blade: Trinity,2004
1880,Red Dawn,1984
9440,Primary Colors,1998
71679,Resident Evil: Retribution,2012
10483,Death Race,2008
11412,The Long Kiss Goodnight,1996
11983,Proof of Life,2000
6795,Zathura: A Space Adventure,2005
550,Fight Club,1999
11170,We Are Marshall,2006
9292,Hudson Hawk,1991
10783,Lucky Numbers,2000
100241,"I, Frankenstein",2014
257,Oliver Twist,2005
9947,Elektra,2005
189,Sin City: A Dame to Kill For,2014
12618,Random Hearts,1999
253412,Everest,2015
1427,Perfume: The Story of a Murderer,2006
818,Austin Powers in Goldmember,2002
16577,Astro Boy,2009
329,Jurassic Park,1993
12160,Wyatt Earp,1994
9331,Clear and Present Danger,1994
300168,Dragon Blade,2015
9072,Little Man,2006
3536,U-571,2000
9087,The American President,1995
12177,The Love Guru,2008
12138,3000 Miles to Graceland,2001
273248,The Hateful Eight,2015
9955,Blades of Glory,2007
50359,Hop,2011
1271,300,2006
693,Meet the Fockers,2004
14306,Marley & Me,2008
497,The Green Mile,1999
11199,Wild Hogs,2007
9982,Chicken Little,2005
210577,Gone Girl,2014
2501,The Bourne Identity,2002
710,GoldenEye,1995
2275,The General's Daughter,1999
37165,The Truman Show,1998
9837,The Prince of Egypt,1998
10708,Daddy Day Care,2003
136400,2 Guns,2013
10992,Cats & Dogs,2001
9654,The Italian Job,2003
2642,Two Weeks Notice,2002
8916,Antz,1998
19899,Couples Retreat,2009
2119,Days of Thunder,1990
9641,Cheaper by the Dozen 2,2005
294254,Maze Runner: The Scorch Trials,2015
38167,Eat Pray Love,2010
5994,The Family Man,2000
39514,RED,2010
9563,Any Given Sunday,1999
547,The Horse Whisperer,1998
1538,Collateral,2004
9334,The Scorpion King,2002
11128,Ladder 49,2004
75780,Jack Reacher,2012
8914,Deep Blue Sea,1999
13576,This Is It,2009
39538,Contagion,2011
10628,Kangaroo Jack,2003
14836,Coraline,2009
8645,The Happening,2008
9509,Man on Fire,2004
10067,The Shaggy Dog,2006
9384,Starsky & Hutch,2004
9279,Jingle All the Way,1996
1487,Hellboy,2004
9422,A Civil Action,1998
77174,ParaNorman,2012
4824,The Jackal,1997
9620,Paycheck,2003
9302,Up Close & Personal,1996
10199,The Tale of Despereaux,2008
10771,The Tuxedo,2002
3512,Under Siege 2: Dark Territory,1995
137094,Jack Ryan: Shadow Recruit,2014
274479,Joy,2015
267860,London Has Fallen,2016
8078,Alien: Resurrection,1997
7485,Shooter,2007
170687,The Boxtrolls,2014
6435,Practical Magic,1998
137106,The Lego Movie,2014
10040,Miss Congeniality 2: Armed and Fabulous,2005
6278,Reign of Fire,2002
82682,Gangster Squad,2013
17610,Year One,2009
22954,Invictus,2009
16995,State of Play,2009
16558,Duplicity,2009
9849,My Favorite Martian,1999
5820,The Sentinel,2006
16866,Planet 51,2009
201,Star Trek: Nemesis,2002
11775,Intolerable Cruelty,2003
87825,Trouble with the Curve,2012
12201,Edge of Darkness,2010
11015,The Relic,1997
9932,Analyze That,2002
13389,Righteous Kill,2008
8838,Mercury Rising,1998
17332,The Soloist,2009
4958,The Legend of Bagger Vance,2000
786,Almost Famous,2000
9513,Garfield: A Tail of Two Kitties,2006
11679,xXx: State of the Union,2005
38321,Priest,2011
14411,Sinbad: Legend of the Seven Seas,2003
8413,Event Horizon,1997
10052,Dragonfly,2002
9676,The Black Dahlia,2006
9664,Flyboys,2006
2100,The Last Castle,2001
10384,Supernova,2000
137321,Winter's Tale,2014
123553,The Mortal Instruments: City of Bones,2013
11260,Meet Dave,2008
9009,Dark Water,2005
11374,Edtv,1999
2309,Inkheart,2008
8285,The Spirit,2008
210860,Mortdecai,2015
2312,In the Name of the King: A Dungeon Siege Tale,2007
9839,Beyond Borders,2003
381902,The Monkey King 2,2016
13922,The Great Raid,2005
293660,Deadpool,2016
9713,Holy Man,1998
190859,American Sniper,2014
257445,Goosebumps,2015
9007,Just Like Heaven,2005
889,The Flintstones in Viva Rock Vegas,2000
1370,Rambo III,1988
4942,Leatherheads,2008
347969,The Ridiculous 6,2015
24438,Did You Hear About the Morgans?,2009
116741,The Internship,2013
35791,Resident Evil: Afterlife,2010
72431,Red Tails,2012
1813,The Devil's Advocate,1997
87428,That's My Boy,2012
8840,DragonHeart,1996
10589,After the Sunset,2004
71676,Ghost Rider: Spirit of Vengeance,2011
1722,Captain Corelli's Mandolin,2001
10022,The Pacifier,2005
11358,Walking Tall,2004
13,Forrest Gump,1994
6477,Alvin and the Chipmunks,2007
1597,Meet the Parents,2000
10530,Pocahontas,1995
1924,Superman,1978
9327,The Nutty Professor,1996
8488,Hitch,2005
10603,George of the Jungle,1997
8273,American Wedding,2003
109424,Captain Phillips,2013
35056,Date Night,2010
8839,Casper,1995
156022,The Equalizer,2014
7303,Maid in Manhattan,2002
8963,Crimson Tide,1995
1402,The Pursuit of Happyness,2006
9315,Flightplan,2005
8984,Disclosure,1994
795,City of Angels,1998
24,Kill Bill: Vol. 1,2003
11353,Bowfinger,1999
393,Kill Bill: Vol. 2,2004
9618,Tango & Cash,1989
9374,Death Becomes Her,1992
8584,Shanghai Noon,2000
2320,Executive Decision,1996
58224,Mr. Popper's Penguins,2011
1729,The Forbidden Kingdom,2008
175574,Free Birds,2013
8077,Alien³,1992
8818,Evita,1996
8195,Ronin,1998
10586,The Ghost and the Darkness,1996
116149,Paddington,2014
80035,The Watch,2012
10632,The Hunted,2003
12117,Instinct,1999
1792,Stuck on You,2003
13260,Semi-Pro,2008
72197,The Pirates! In an Adventure with Scientists!,2012
3580,Changeling,2008
12123,Chain Reaction,1996
9566,The Fan,1996
9833,The Phantom of the Opera,2004
4517,Elizabeth: The Golden Age,2007
8202,Æon Flux,2005
16072,Gods and Generals,2003
34314,Turbulence,1997
19724,Imagine That,2009
145220,Muppets Most Wanted,2014
14623,Thunderbirds,2004
42297,Burlesque,2010
2841,A Very Long Engagement,2004
802,Lolita,1962
10375,D-Tox,2002
36586,Blade II,2002
11321,Seven Pounds,2008
70074,Bullet to the Head,2013
242,The Godfather: Part III,1990
9621,Elizabethtown,2005
1819,"You, Me and Dupree",2006
8536,Superman II,1980
8046,Gigli,2003
1717,All the King's Men,2006
479,Shaft,2000
9444,Anastasia,1997
824,Moulin Rouge!,2001
11456,Domestic Disturbance,2001
261023,Black Mass,2015
3683,Flags of Our Fathers,2006
22803,Law Abiding Citizen,2009
285923,Grindhouse,2007
39437,Beloved,1998
1950,Lucky You,2007
640,Catch Me If You Can,2002
97630,Zero Dark Thirty,2012
9767,The Break-Up,2006
11631,Mamma Mia!,2008
32856,Valentine's Day,2010
6519,The Dukes of Hazzard,2005
8741,The Thin Red Line,1998
49520,The Change-Up,2011
1850,Man on the Moon,1999
524,Casino,1995
26389,From Paris with Love,2010
11817,Bulletproof Monk,2003
2123,"Me, Myself & Irene",2000
9907,Barnyard,2006
9969,Deck the Halls,2006
18239,The Twilight Saga: New Moon,2009
808,Shrek,2001
38050,The Adjustment Bureau,2011
8367,Robin Hood: Prince of Thieves,1991
9390,Jerry Maguire,1996
72105,Ted,2012
2898,As Good as It Gets,1997
10312,Patch Adams,1998
109443,Anchorman 2: The Legend Continues,2013
2022,Mr. Deeds,2002
37686,Super 8,2011
462,Erin Brockovich,2000
9919,How to Lose a Guy in 10 Days,2003
187017,22 Jump Street,2014
628,Interview with the Vampire,1994
10201,Yes Man,2008
302699,Central Intelligence,2016
9441,Stepmom,1998
274167,Daddy's Home,2015
224141,Into the Woods,2014
388,Inside Man,2006
2112,Payback,1999
10329,Congo,1995
74465,We Bought a Zoo,2011
13811,Knowing,2009
6877,Failure to Launch,2006
10320,The Ring Two,2005
50646,"Crazy, Stupid, Love.",2011
8920,Garfield,2004
13673,Christmas with the Kranks,2004
60308,Moneyball,2011
6950,Outbreak,1995
225574,Non-Stop,2014
13836,Race to Witch Mountain,2009
752,V for Vendetta,2006
6038,Shanghai Knights,2003
9975,Curious George,2006
11451,Herbie Fully Loaded,2005
12103,Don't Say a Word,2001
60304,Hansel & Gretel: Witch Hunters,2013
2251,Unfaithful,2002
46529,I Am Number Four,2011
231,Syriana,2005
300671,13 Hours: The Secret Soldiers of Benghazi,2016
228326,The Book of Life,2014
9754,Firewall,2006
66,Absolute Power,1997
4421,G.I. Jane,1997
2649,The Game,1997
588,Silent Hill,2006
10393,The Replacements,2000
71552,American Reunion,2012
9631,The Negotiator,1998
216282,Into the Storm,2014
306,Beverly Hills Cop III,1994
928,Gremlins 2: The New Batch,1990
205587,The Judge,2014
6623,The Peacemaker,1997
1577,Resident Evil: Apocalypse,2004
9801,Bridget Jones: The Edge of Reason,2004
2116,Out of Time,2003
9624,On Deadly Ground,1994
14199,The Adventures of Sharkboy and Lavagirl,2005
1907,The Beach,2000
4599,Raising Helen,2004
22832,Ninja Assassin,2009
10390,For Love of the Game,1999
9879,Striptease,1996
38579,Marmaduke,2010
44603,Hereafter,2010
11892,Murder by Numbers,2002
9691,Assassins,1995
1248,Hannibal Rising,2007
12220,The Story of Us,1999
72710,The Host,2013
10782,Basic,2003
9573,Blood Work,2002
4959,The International,2009
10061,Escape from L.A.,1996
10386,The Iron Giant,1999
421,The Life Aquatic with Steve Zissou,2004
316152,Free State of Jones,2016
11615,The Life of David Gale,2003
13498,Man of the House,2005
241554,Run All Night,2015
2252,Eastern Promises,2007
11968,Into the Blue,2005
10047,The Messenger: The Story of Joan of Arc,1999
38319,Your Highness,2011
69668,Dream House,2011
9770,Mad City,1997
11212,Baby's Day Out,1994
10533,The Scarlet Letter,1995
38363,Fair Game,2010
9923,Domino,2005
11863,Jade,1995
18501,Gamer,2009
109491,Beautiful Creatures,2013
9275,Death to Smoochy,2002
329833,Zoolander 2,2016
12634,The Big Bounce,2004
10416,What Planet Are You From?,2000
47327,Drive Angry,2011
15268,Street Fighter: The Legend of Chun-Li,2009
10796,The One,2001
9548,The Adventures of Ford Fairlane,1990
18947,The Boat That Rocked,2009
1900,Traffic,2000
89,Indiana Jones and the Last Crusade,1989
96724,Anna Karenina,2012
198184,Chappie,2015
9481,The Bone Collector,1999
4547,Panic Room,2002
53953,The Tooth Fairy,2006
6415,Three Kings,1999
181283,Child 44,2015
9896,Rat Race,2001
167,K-PAX,2001
11232,Kate & Leopold,2001
1636,Bedazzled,2000
2148,The Cotton Club,1984
5176,3:10 to Yuma,2007
260346,Taken 3,2014
1389,Out of Sight,1998
9894,The Cable Guy,1996
7504,Earth,1998
8592,Dick Tracy,1990
913,The Thomas Crown Affair,1999
11091,Riding in Cars with Boys,2001
1368,First Blood,1982
593,Solaris,1972
5393,Happily N'Ever After,2006
9095,Mary Reilly,1996
8874,My Best Friend's Wedding,1997
11467,America's Sweethearts,2001
320,Insomnia,2002
199,Star Trek: First Contact,1996
20533,Jonah Hex,2010
10684,Courage Under Fire,1996
1624,Liar Liar,1997
325789,The Infiltrator,2016
113464,Inchon,1981
888,The Flintstones,1994
82675,Taken 2,2012
4256,Scary Movie 3,2003
1493,Miss Congeniality,2000
88751,Journey to the Center of the Earth,2008
11130,The Princess Diaries 2: Royal Engagement,2004
9944,The Pelican Brief,1993
10731,The Client,1994
7350,The Bucket List,2007
9869,Patriot Games,1992
4379,Monster-in-Law,2005
146233,Prisoners,2013
2034,Training Day,2001
926,Galaxy Quest,1999
4248,Scary Movie 2,2001
64328,The Muppets,2011
36647,Blade,1998
7214,Coach Carter,2005
1537,Changing Lanes,2002
9360,Anaconda,1997
6282,Coyote Ugly,2000
508,Love Actually,2003
9487,A Bug's Life,1998
768,From Hell,2001
2636,The Specialist,1994
10478,Tin Cup,1996
27983,"Yours, Mine and Ours",1968
9981,Kicking & Screaming,2005
7453,The Hitchhiker's Guide to the Galaxy,2005
15045,Fat Albert,2004
7737,Resident Evil: Extinction,2007
232672,Blended,2014
17379,Last Holiday,2006
8987,The River Wild,1994
11359,The Indian in the Cupboard,1995
82525,Savages,2012
9759,Cellular,2004
9486,Johnny English,2003
9906,The Ant Bully,2006
841,Dune,1984
4688,Across the Universe,2007
4148,Revolutionary Road,2008
2207,16 Blocks,2006
9381,Babylon A.D.,2008
9625,The Glimmer Man,1996
9304,Multiplicity,1996
20856,Aliens in the Attic,2009
5955,The Pledge,2001
9899,The Producers,2005
9826,The Phantom,1996
21355,All the Pretty Horses,2000
10858,Nixon,1995
11439,The Ghost Writer,2010
9457,Deep Rising,1998
12412,Miracle at St. Anna,2008
1494,Curse of the Golden Flower,2006
13184,Bangkok Dangerous,2008
2185,Big Trouble,2002
6639,Love in the Time of Cholera,2007
38153,Shadow Conspiracy,1997
58233,Johnny English Reborn,2011
116977,Foodfight!,2012
68734,Argo,2012
5503,The Fugitive,1993
27573,The Bounty Hunter,2010
819,Sleepers,1996
1369,Rambo: First Blood Part II,1985
9623,The Juror,1996
10895,Pinocchio,1940
10935,Heaven's Gate,1980
834,Underworld: Evolution,2006
228066,Victor Frankenstein,2015
711,Finding Forrester,2000
10468,28 Days,2000
10027,Unleashed,2005
11812,The Sweetest Thing,2002
37233,The Firm,1993
37950,Charlie St. Cloud,2010
27582,The Mechanic,2011
64688,21 Jump Street,2012
509,Notting Hill,1999
7443,Chicken Run,2000
5966,Along Came Polly,2004
11066,Boomerang,1992
136795,The Heat,2013
8095,Cleopatra,1963
87826,Here Comes the Boom,2012
11560,High Crimes,2002
25189,The Mirror Has Two Faces,1996
2637,The Mothman Prophecies,2002
18480,Brüno,2009
709,Licence to Kill,1989
49730,Red Riding Hood,2011
2749,15 Minutes,2001
9607,Super Mario Bros.,1993
1830,Lord of War,2005
79,Hero,2002
54054,One for the Money,2012
228967,The Interview,2014
46528,The Warrior's Way,2010
27936,Micmacs,2009
65,8 Mile,2002
280391,Why I Did (Not) Eat My Father,2015
9476,A Knight's Tale,2001
10610,The Medallion,2003
745,The Sixth Sense,1999
49527,Man on a Ledge,2012
73937,The Big Year,2011
1885,The Karate Kid,1984
168672,American Hustle,2013
18240,The Proposal,2009
10398,Double Jeopardy,1999
165,Back to the Future Part II,1989
240832,Lucy,2014
216015,Fifty Shades of Grey,2015
12279,Spy Kids 3-D: Game Over,2003
1645,A Time to Kill,1996
11007,Cheaper by the Dozen,2003
193756,Lone Survivor,2013
11287,A League of Their Own,1992
259693,The Conjuring 2,2016
37799,The Social Network,2010
10184,He's Just Not That Into You,2009
4257,Scary Movie 4,2006
4234,Scream 3,2000
196,Back to the Future Part III,1990
257091,Get Hard,2015
6114,Dracula,1992
24803,Julie & Julia,2009
109410,42,2013
1213,The Talented Mr. Ripley,1999
100042,Dumb and Dumber To,2014
9036,Eight Below,2006
257211,The Intern,2015
323675,Ride Along 2,2016
9361,The Last of the Mohicans,1992
1677,Ray,2004
187,Sin City,2005
7461,Vantage Point,2008
16538,"I Love You, Man",2009
9889,Shallow Hal,2001
820,JFK,1991
11565,Big Momma's House 2,2006
6073,The Mexican,2001
16996,17 Again,2009
193610,The Other Woman,2014
19912,The Final Destination,2009
296098,Bridge of Spies,2015
8007,Behind Enemy Lines,2001
32823,Get Him to the Greek,2010
4380,Shall We Dance?,2004
11551,Small Soldiers,1998
10336,Spawn,1997
11362,The Count of Monte Cristo,2002
50348,The Lincoln Lawyer,2011
48138,Unknown,2011
1124,The Prestige,2006
227159,Horrible Bosses 2,2014
68179,Escape from Planet Earth,2013
1579,Apocalypto,2006
708,The Living Daylights,1987
34851,Predators,2010
9930,Legal Eagles,1986
1586,Secret Window,2004
2044,The Lake House,2006
9913,The Skeleton Key,2005
71864,The Odd Life of Timothy Green,2012
10761,Made of Honor,2008
209451,Jersey Boys,2014
11975,The Rainmaker,1997
4970,Gothika,2003
11831,Amistad,1997
9096,Medicine Man,1992
440,Aliens vs Predator: Requiem,2007
11011,Ri¢hie Ri¢h,1994
10641,Autumn in New York,2000
11172,Music and Lyrics,2007
39513,Paul,2011
82687,The Guilt Trip,2012
41446,Scream 4,2011
8224,8MM,1999
10537,The Doors,1991
225886,Sex Tape,2014
10385,Hanging Up,2000
55779,Final Destination 5,2011
10154,Mickey Blue Eyes,1999
10647,Pay It Forward,2000
11431,Fever Pitch,2005
8457,Drillbit Taylor,2008
188161,A Million Ways to Die in the West,2014
8850,The Shadow,1994
64685,Extremely Loud & Incredibly Close,2011
38357,Morning Glory,2010
10060,Get Rich or Die Tryin',2005
11398,The Art of War,2000
1833,Rent,2005
10391,Bless the Child,2000
8970,The Out-of-Towners,1999
9306,The Island of Dr. Moreau,1996
11370,The Musketeer,2001
12184,The Other Boleyn Girl,2008
1921,Sweet November,2001
1683,The Reaping,2007
203,Mean Streets,1973
11858,Renaissance Man,1994
62835,Colombiana,2011
18937,Quest for Camelot,1998
13536,City By The Sea,2002
15556,At First Sight,1999
10718,Torque,2004
11062,City Hall,1996
10802,Showgirls,1995
1887,Marie Antoinette,2006
6071,Kiss of Death,1995
10461,Get Carter,2000
80278,The Impossible,2012
12704,Ishtar,1987
10315,Fantastic Mr. Fox,2009
16643,Life or Something Like It,2002
2687,Memoirs of an Invisible Man,1992
194,Amélie,2001
11025,New York Minute,2004
8849,Alfie,2004
78698,Big Miracle,2012
30943,The Deep End of the Ocean,1999
9544,FearDotCom,2002
24418,Cirque du Freak: The Vampire's Assistant,2009
7288,Duplex,2003
14655,Soul Men,2008
24575,Raise the Titanic,1980
10366,Universal Soldier: The Return,1999
19898,Pandorum,2009
4965,Impostor,2001
15074,Extreme Ops,2002
56715,Just Visiting,2001
1272,Sunshine,2007
72358,A Thousand Words,2012
20542,Delgo,2008
266396,The Gunman,2015
9978,Stormbreaker,2006
8271,Disturbia,2007
10428,Hackers,1995
5353,The Hunting Party,2007
11934,The Hudsucker Proxy,1994
14392,The Warlords,2007
19495,Nomad: The Warrior,2005
110415,Snowpiercer,2013
77459,A Monster in Paris,2011
26486,The Last Shot,2004
9495,The Crow,1994
256040,Baahubali: The Beginning,2015
24420,The Time Traveler's Wife,2009
1257,Because I Said So,2007
62214,Frankenweenie,2012
16320,Serenity,2005
8842,Against the Ropes,2004
9531,Superman III,1983
64807,Grudge Match,2013
12289,Red Cliff,2008
11529,Sweet Home Alabama,2002
20943,The Ugly Truth,2009
9099,Sgt. Bilko,1996
9488,Spy Kids 2: The Island of Lost Dreams,2002
193,Star Trek: Generations,1994
44865,The Grandmaster,2013
55787,Water for Elephants,2011
257932,Dragon Nest: Warriors' Dawn,2014
10400,The Hurricane,1999
1957,Enough,2002
10833,Heartbreakers,2001
256961,Paul Blart: Mall Cop 2,2015
5852,Angel Eyes,2001
12312,Joe Somebody,2001
622,The Ninth Gate,1999
11306,Extreme Measures,1996
12508,Rock Star,2001
25793,Precious,2009
10534,White Squall,1996
1091,The Thing,1982
87421,Riddick,2013
10871,Switchback,1997
13503,Texas Rangers,2001
13600,City of Ember,2008
68722,The Master,2012
14324,Virgin Territory,2007
14325,The Express,2008
299687,The 5th Wave,2016
312221,Creed,2015
23168,The Town,2010
76494,What to Expect When You're Expecting,2012
4944,Burn After Reading,2008
10488,Nim's Island,2008
96721,Rush,2013
334,Magnolia,1999
23742,Cop Out,2010
259694,How to Be Single,2016
62837,Dolphin Tale,2011
8966,Twilight,2008
8470,John Q,2002
11001,Blue Streak,1999
138832,We're the Millers,2013
16911,The Inhabited Island,2008
2163,Breakdown,1997
36670,Never Say Never Again,1983
23048,Hot Tub Time Machine,2010
227735,Dolphin Tale 2,2014
2155,Reindeer Games,2000
222936,Aloha,2015
31908,Ghosts of Mississippi,1996
10219,Snow Falling on Cedars,1999
48171,The Rite,2011
782,Gattaca,1997
75531,Isn't She Great,2000
11802,Space Chimps,2008
9776,Head of State,2003
18785,The Hangover,2009
365222,Ip Man 3,2015
817,Austin Powers: The Spy Who Shagged Me,1999
268,Batman,1989
45054,There Be Dragons,2011
943,Lethal Weapon 3,1992
22881,The Blind Side,2009
10054,Spy Kids,2001
51540,Horrible Bosses,2011
44264,True Grit,2010
350,The Devil Wears Prada,2006
152,Star Trek: The Motion Picture,1979
109431,Identity Thief,2013
1598,Cape Fear,1991
8065,21,2008
271718,Trainwreck,2015
11638,Guess Who,2005
409,The English Patient,1996
2118,L.A. Confidential,1997
11459,Sky High,2005
10806,In & Out,1997
9348,Species,1995
377,A Nightmare on Elm Street,1984
8843,The Cell,2000
9313,The Man in the Iron Mask,1998
39486,Secretariat,2010
1273,TMNT,2007
13920,Radio,2003
50544,Friends with Benefits,2011
325133,Neighbors 2: Sorority Rising,2016
140823,Saving Mr. Banks,2013
1883,Malcolm X,1992
89492,This Is 40,2012
22949,Old Dogs,2009
12437,Underworld: Rise of the Lycans,2009
2959,License to Wed,2007
9957,The Benchwarmers,2006
11648,Must Love Dogs,2005
9366,Donnie Brasco,1997
1576,Resident Evil,2002
609,Poltergeist,1982
5516,The Ladykillers,2004
13051,Max Payne,2008
49530,In Time,2011
34806,The Back-Up Plan,2010
49022,Something Borrowed,2011
11469,Black Knight,2001
23479,The Bad News Bears,1976
11667,Street Fighter,1994
423,The Pianist,2002
2447,The Nativity Story,2006
10066,House of Wax,2005
2288,Closer,2004
88794,J. Edgar,2011
13515,Mirrors,2008
11979,Queen of the Damned,2002
169,Predator 2,1990
8090,Untraceable,2008
11622,Blast from the Past,1999
3604,Flash Gordon,1980
9541,Jersey Girl,2004
94348,Alex Cross,2012
8197,Midnight in the Garden of Good and Evil,1997
336004,Heist,2015
35019,Nanny McPhee and the Big Bang,2010
10410,Hoffa,1992
8836,The X Files: I Want to Believe,2008
14442,Ella Enchanted,2004
321741,Concussion,2015
59965,Abduction,2011
14175,Valiant,2005
11004,Wonder Boys,2000
11918,Superhero Movie,2008
98357,Broken City,2013
10012,Cursed,2005
49526,Premium Rush,2012
268920,Hot Pursuit,2015
9093,The Four Feathers,2002
119283,Parker,2013
11823,Wimbledon,2004
35169,Furry Vengeance,2010
118957,Bait,2012
849,Krull,1983
4515,Lions for Lambs,2007
18886,Flight of the Intruder,1991
6575,Walk Hard: The Dewey Cox Story,2007
6440,The Shipping News,2001
13496,American Outlaws,2001
18320,The Young Victoria,2009
22787,Whiteout,2009
8967,The Tree of Life,2011
37498,Knock Off,1998
144336,Sabotage,2014
9616,The Order,2003
13056,Punisher: War Zone,2008
14113,Zoom,2006
285783,The Walk,2015
49478,Warriors of Virtue,1997
9726,A Good Year,2006
20763,Radio Flyer,1992
9702,Bound by Honor,1993
9311,Smilla's Sense of Snow,1997
9280,Femme Fatale,2002
26843,Lion of the Desert,1981
11876,The Horseman on the Roof,1995
22267,Ride with the Devil,1999
45958,Biutiful,2010
1969,Bandidas,2006
310706,Black Water Transit,2009
198663,The Maze Runner,2014
239573,Unfinished Business,2015
10436,The Age of Innocence,1993
1381,The Fountain,2006
2162,Chill Factor,1999
127493,Stolen,2012
12429,Ponyo,2008
228205,The Longest Ride,2015
2900,The Astronaut's Wife,1999
21311,I Dreamed of Africa,2000
77875,Playing for Keeps,2012
192136,Mandela: Long Walk to Freedom,2013
18254,Reds,1981
881,A Few Good Men,1992
10877,Exit Wounds,2001
9600,Big Momma's House,2000
202575,Thunder and the House of Magic,2013
71469,The Darkest Hour,2011
85446,Step Up Revolution,2012
326,Snakes on a Plane,2006
10685,The Watcher,2000
7220,The Punisher,2004
9763,Goal!: The Dream Begins,2005
72387,Safe,2012
12596,Pushing Tin,1999
1892,Return of the Jedi,1983
13460,Doomsday,2008
8055,The Reader,2008
50647,Wanderlust,2012
10719,Elf,2003
9294,Phenomenon,1996
11888,Snow Dogs,2002
9647,Scrooged,1988
9353,Nacho Libre,2006
55721,Bridesmaids,2011
109414,This Is the End,2013
10307,Stigmata,1999
11978,Men of Honor,2000
22907,Takers,2010
87567,The Big Wedding,2013
38322,"Big Mommas: Like Father, Like Son",2011
45612,Source Code,2011
7305,Alive,1993
3594,The Number 23,2007
157841,The Young and Prodigious T.S. Spivet,2013
11519,1941,1979
12920,Dreamer: Inspired By a True Story,2005
59,A History of Violence,2005
9335,Transporter 2,2005
12106,The Quick and the Dead,1995
11141,Laws of Attraction,2004
8649,Bringing Out the Dead,1999
31867,Repo Men,2010
10253,Dragon Wars: D-War,2007
3587,Bogus,1996
124459,The Incredible Burt Wonderstone,2013
24662,Cats Don't Dance,1997
32274,Cradle Will Rock,1999
182,The Good German,2006
5494,George and the Dragon,2004
28,Apocalypse Now,1979
38073,Going the Distance,2010
2054,Mr. Holland's Opus,1995
302156,Criminal,2016
606,Out of Africa,1985
87502,Flight,2012
698,Moonraker,1979
120467,The Grand Budapest Hotel,2014
11313,Hearts in Atlantis,2001
6488,Arachnophobia,1990
10559,Frequency,2000
296099,Vacation,2015
8012,Get Shorty,1995
1574,Chicago,2002
9032,Big Daddy,1999
2770,American Pie 2,2001
862,Toy Story,1995
1637,Speed,1994
72570,The Vow,2012
27569,Extraordinary Measures,2010
10637,Remember the Titans,2000
1669,The Hunt for Red October,1990
132363,The Butler,2013
9472,DodgeBall: A True Underdog Story,2004
2907,The Addams Family,1991
