movie_id,title,release
9273,Ace Ventura: When Nature Calls,1995
9880,The Princess Diaries,2001
2925,The First Wives Club,1996
807,Se7en,1995
17654,District 9,2009
11836,The SpongeBob SquarePants Movie,2004
322,Mystic River,2003
70,Million Dollar Baby,2004
9535,Analyze This,1999
11036,The Notebook,2004
6557,27 Dresses,2008
18126,Hannah Montana: The Movie,2009
16340,Rugrats in Paris: The Movie,2000
10333,The Prince of Tides,1991
4476,Legends of the Fall,1994
22947,Up in the Air,2009
2755,About Schmidt,2002
82654,Warm Bodies,2013
59967,Looper,2012
16300,Down to Earth,2001
9598,Babe,1995
82696,Hope Springs,2012
9870,Forgetting Sarah Marshall,2008
8292,Four Brothers,2005
8780,Baby Mama,2008
9715,Hope Floats,1998
10521,Bride Wars,2009
10762,Without a Paddle,2004
10096,13 Going on 30,2004
59436,Midnight in Paris,2011
227783,The Nut Job,2014
4133,Blow,2001
10207,Message in a Bottle,1999
172,Star Trek V: The Final Frontier,1989
21972,Like Mike,2002
36593,The Naked Gun 33⅓: The Final Insult,1994
707,A View to a Kill,1985
533,The Curse of the Were-Rabbit,2005
6023,P.S. I Love You,2007
6439,Racing Stripes,2005
4347,Atonement,2007
37056,Letters to Juliet,2010
4105,Black Rain,1989
76489,The Three Stooges,2012
3933,Corpse Bride,2005
9918,Glory Road,2006
273481,Sicario,2015
307081,Southpaw,2015
16871,Drag Me to Hell,2009
293863,The Age of Adaline,2015
13156,Secondhand Lions,2003
41233,Step Up 3D,2010
9266,Blue Crush,2002
1262,Stranger Than Fiction,2006
4513,30 Days of Night,2007
22970,The Cabin in the Woods,2012
7278,Meet the Spartans,2008
9013,Midnight Run,1988
865,The Running Man,1987
10776,Little Shop of Horrors,1986
50456,Hanna,2011
9823,Mortal Kombat: Annihilation,1997
59861,Larry Crowne,2011
133805,Carrie,2013
12763,Take the Lead,2006
9766,Gridiron Gang,2006
14034,What's the Worst That Could Happen?,2001
12244,9,2009
109421,Side Effects,2013
11137,The Prince & Me,2004
51162,Winnie the Pooh,2011
10152,Dumb and Dumberer: When Harry Met Lloyd,2003
9452,Bulworth,1998
239566,Get on Up,2014
53113,One True Thing,1998
9271,Virtuosity,1995
4474,My Super Ex-Girlfriend,2006
184346,Deliver Us from Evil,2014
48340,Sanctum,2011
14846,Little Black Book,2004
72207,The Five-Year Engagement,2012
16232,Mr. 3000,2004
43539,The Next Three Days,2010
9920,Ultraviolet,2006
8978,Assault on Precinct 13,2005
11702,The Replacement Killers,1998
18550,Fled,1996
8869,Eight Legged Freaks,2002
43347,Love & Other Drugs,2010
3489,88 Minutes,2007
9701,North Country,2005
2122,The Whole Ten Yards,2004
37707,Splice,2009
10658,Howard the Duck,1986
13150,Pride and Glory,2008
9042,The Cave,2005
17813,Alex & Emma,2003
11208,Wicker Park,2004
58151,Fright Night,2011
11400,The New World,2005
10350,Wing Commander,1999
28902,In Dreams,1999
14164,Dragonball Evolution,2009
76640,The Last Stand,2013
11058,Godsend,2004
14844,Chasing Liberty,2004
57089,Hoodwinked Too! Hood VS. Evil,2011
1947,An Unfinished Life,2005
8054,The Imaginarium of Doctor Parnassus,2009
46829,Barney's Version,2010
146238,Runner Runner,2013
9989,Antitrust,2001
9665,Glory,1989
311,Once Upon a Time in America,1984
102362,Dead Man Down,2013
11162,The Merchant of Venice,2004
6016,The Good Thief,2003
17186,Supercross,2005
13967,Miss Potter,2006
2008,The Promise,2005
9053,DOA: Dead or Alive,2006
4512,The Assassination of Jesse James by the Coward Robert Ford,2007
76349,1911,2011
31203,Little Nicholas,2009
265208,Wild Card,2015
45610,Machine Gun Preacher,2011
50135,Animals United,2010
1874,Goodbye Bafana,2007
271331,United Passions,2014
215211,Grace of Monaco,2014
367961,Savva. Heart of the Warrior,2015
10955,Ripley's Game,2002
223702,Sausage Party,2016
254470,Pitch Perfect 2,2015
69,Walk the Line,2005
4967,Keeping the Faith,2000
9449,The Borrowers,1997
11499,Frost/Nixon,2008
4912,Confessions of a Dangerous Mind,2002
12771,Serving Sara,2002
323676,The Boss,2016
12506,Cry Freedom,1987
24071,Mumford,1999
11249,Seed of Chucky,2004
9667,The Jacket,2005
812,Aladdin,1992
277216,Straight Outta Compton,2015
87,Indiana Jones and the Temple of Doom,1984
14444,The Rugrats Movie,1998
2043,Along Came a Spider,2001
315664,Florence Foster Jenkins,2016
1428,Once Upon a Time in Mexico,2003
562,Die Hard,1988
15373,Role Models,2008
318846,The Big Short,2015
26320,Taking Woodstock,2009
14292,Miracle,2004
924,Dawn of the Dead,2004
2018,The Wedding Planner,2001
192577,Space Pirate Captain Harlock,2013
9428,The Royal Tenenbaums,2001
2832,Identity,2003
137093,Last Vegas,2013
699,For Your Eyes Only,1981
9778,Serendipity,2001
8831,Timecop,1994
9398,Zoolander,2001
112949,Safe Haven,2013
10439,Hocus Pocus,1993
3638,No Reservations,2007
23483,Kick-Ass,2010
62206,30 Minutes or Less,2011
10577,Dracula 2000,2000
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014
4348,Pride & Prejudice,2005
78,Blade Runner,1982
11780,Rob Roy,1995
192102,3 Days to Kill,2014
2001,We Own the Night,2007
10383,Lost Souls,2000
11516,Winged Migration,2001
10025,Just My Luck,2006
15198,"Mystery, Alaska",1999
23172,The Spy Next Door,2010
17834,A Simple Wish,1997
10016,Ghosts of Mars,2001
10317,Our Brand Is Crisis,2015
58431,Pride and Prejudice and Zombies,2016
9746,Kundun,1997
13092,How to Lose Friends & Alienate People,2008
59859,Kick-Ass 2,2013
13495,Alatriste,2006
254473,Brick Mansions,2014
700,Octopussy,1983
4964,Knocked Up,2007
10024,My Sister's Keeper,2009
13490,Welcome Home Roscoe Jenkins,2008
15927,A Passage to India,1984
1259,Notes on a Scandal,2006
5125,Rendition,2007
174,Star Trek VI: The Undiscovered Country,1991
9583,Divine Secrets of the Ya-Ya Sisterhood,2002
9437,Kiss the Girls,1997
525,The Blues Brothers,1980
10188,The Sisterhood of the Traveling Pants 2,2008
63574,Joyful Noise,2012
245,About a Boy,2002
9825,Lake Placid,1999
186,Lucky Number Slevin,2006
9549,The Right Stuff,1983
61891,Anonymous,2011
34584,The NeverEnding Story,1984
2666,Dark City,1998
12783,The Duchess,2008
13155,Return to Oz,1985
42807,The Newton Boys,1998
28355,Case 39,2009
8080,Suspect Zero,2004
5126,Martian Child,2007
56288,Spy Kids: All the Time in the World,2011
303858,Money Monster,2016
1613,The 51st State,2001
31582,Flawless,1999
16617,Mindhunters,2004
8944,What Just Happened,2008
41488,The Statement,2003
37028,The Magic Flute,2006
14560,Paul Blart: Mall Cop,2009
10330,Freaky Friday,2003
6957,The 40 Year Old Virgin,2005
1934,Shakespeare in Love,1998
169917,A Walk Among the Tombstones,2014
951,Kindergarten Cop,1990
10189,Pineapple Express,2008
9454,Ever After: A Cinderella Story,1998
2055,Open Range,2003
1551,Flatliners,1990
5902,A Bridge Too Far,1977
11460,Red Eye,2005
9358,Final Destination 2,2003
134,"O Brother, Where Art Thou?",2000
22894,Legion,2010
134374,Pain & Gain,2013
1901,In Good Company,2004
15028,Clockstoppers,2002
11509,Silverado,1985
7445,Brothers,2009
17047,Agent Cody Banks 2: Destination London,2004
62838,New Year's Eve,2011
2057,Original Sin,2001
70436,The Raven,2012
16784,Welcome to Mooseport,2004
8011,Highlander: The Final Dimension,1994
31640,Blood and Wine,1996
9092,Snow White: A Tale of Terror,1997
2779,The Curse of the Jade Scorpion,2001
316002,Accidental Love,2015
36355,Flipper,1996
238615,Self/less,2015
1985,The Constant Gardener,2005
615,The Passion of the Christ,2004
788,Mrs. Doubtfire,1993
380,Rain Man,1988
13223,Gran Torino,2008
10523,W.,2008
8681,Taken,2008
239571,The Best of Me,2014
619,The Bodyguard,1992
424,Schindler's List,1993
50014,The Help,2011
162903,The Fifth Estate,2013
11024,Scooby-Doo 2: Monsters Unleashed,2004
208763,Forbidden Kingdom,2014
6466,Freddy vs. Jason,2003
254024,The Face of an Angel,2014
12589,Jimmy Neutron: Boy Genius,2001
7191,Cloverfield,2008
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
117,The Untouchables,1987
6977,No Country for Old Men,2007
168530,Ride Along,2014
634,Bridget Jones's Diary,2001
392,Chocolat,2000
10327,"Legally Blonde 2: Red, White & Blonde",2003
88042,Parental Guidance,2012
41630,No Strings Attached,2011
11969,Tombstone,1993
2085,Romeo Must Die,2000
794,The Omen,1976
9286,Final Destination 3,2006
77877,The Lucky One,2012
1265,Bridge to Terabithia,2007
866,Finding Neverland,2004
175555,A Madea Christmas,2013
75174,The Grey,2012
11096,Hide and Seek,2005
8699,Anchorman: The Legend of Ron Burgundy,2004
769,GoodFellas,1990
10923,Agent Cody Banks,2003
11283,Nanny McPhee,2005
111,Scarface,1983
11676,Nothing to Lose,1997
746,The Last Emperor,1987
77866,Contraband,2012
9416,Money Talks,1997
7345,There Will Be Blood,2007
14317,The Wild Thornberrys Movie,2002
20694,Rugrats Go Wild,2003
12277,Undercover Brother,2002
9779,The Sisterhood of the Traveling Pants,2005
2140,Kiss of the Dragon,2001
12620,The House Bunny,2008
14177,Beauty Shop,2005
198185,Million Dollar Arm,2014
227156,The Giver,2014
10735,What a Girl Wants,2003
11351,Jeepers Creepers 2,2003
10030,Good Luck Chuck,2007
10623,Cradle 2 the Grave,2003
590,The Hours,2002
9655,She's the Man,2006
1268,Mr. Bean's Holiday,2007
11237,Anacondas: The Hunt for the Blood Orchid,2004
190955,Blood Ties,2013
5123,August Rush,2007
4518,Elizabeth,1998
11932,Bride of Chucky,1998
11165,Tora! Tora! Tora!,1970
6116,Spice World,1997
57431,The Sitter,2011
21724,Dance Flick,2009
278,The Shawshank Redemption,1994
9290,Crocodile Dundee in Los Angeles,2001
11543,Kingpin,1996
284536,The Gambler,2014
152737,August: Osage County,2013
13374,Ice Princess,2005
8976,A Lot Like Love,2005
319888,Eddie the Eagle,2016
9469,He Got Game,1998
1909,Don Juan DeMarco,1994
22971,Dear John,2010
34813,The Losers,2010
46261,Don't Be Afraid of the Dark,2010
10431,War,2007
8051,Punch-Drunk Love,2002
9352,EuroTrip,2004
10167,Half Past Dead,2002
18147,Unaccompanied Minors,2006
17170,"Bright Lights, Big City",1988
18975,The Adventures of Pinocchio,1996
15487,The Greatest Game Ever Played,2005
22825,The Box,2009
11152,The Ruins,2008
1831,The Next Best Thing,2000
43931,My Soul to Take,2010
10591,The Girl Next Door,2004
10861,Maximum Risk,1996
12770,Stealing Harvard,2002
276907,Legend,2015
10074,Hot Rod,2007
65055,Shark Night,2011
10397,Angela's Ashes,1999
200505,Draft Day,2014
11954,Lifeforce,1985
60309,The Conspirator,2010
9787,Lords of Dogtown,2005
293646,The 33,2015
6978,Big Trouble in Little China,1986
133698,Fly Me to the Moon,2012
59440,Warrior,2011
1770,Michael Collins,1996
10655,Gettysburg,1993
8988,Stop-Loss,2008
15992,Abandon,2002
17707,Brokedown Palace,1999
77883,The Possession,2012
40001,Mrs. Winterbourne,1996
64639,Straw Dogs,2011
9903,The Hoax,2006
21338,Stone Cold,1991
20766,The Road,2009
24264,Sheena,1984
19803,Underclassman,2005
20309,Say It Isn't So,2001
9912,The World's Fastest Indian,2005
9067,Tank Girl,1995
27360,King's Ransom,2005
8338,Blindness,2008
168705,BloodRayne,2005
72113,Carnage,2011
9729,Where the Truth Lies,2005
94352,Cirque du Soleil: Worlds Away,2012
22256,Without Limits,1998
12404,Me and Orson Welles,2009
152742,The Best Offer,2013
11699,The Bad Lieutenant: Port of Call - New Orleans,2009
49953,A Turtle's Tale: Sammy's Adventures,2010
48034,Little White Lies,2010
39845,Love Ranch,2010
25353,The True Story of Puss 'n Boots,2009
36696,Space Dogs,2010
109091,The Counselor,2013
38543,Ironclad,2011
33157,Waterloo,1970
290864,Kung Fu Jungle,2014
242166,Red Sky,2014
859,Dangerous Liaisons,1988
83770,On the Road,2012
168,Star Trek IV: The Voyage Home,1986
1246,Rocky Balboa,2006
4233,Scream 2,1997
174751,Jane Got a Gun,2016
184098,Think Like a Man Too,2014
2069,The Whole Nine Yards,2000
1788,Footloose,1984
11635,Old School,2003
177,The Fisher King,1991
3600,I Still Know What You Did Last Summer,1998
2621,Return to Me,2000
10358,Zack and Miri Make a Porno,2008
10480,Nurse Betty,2000
10313,The Men Who Stare at Goats,2009
18828,Double Take,2001
3558,"Girl, Interrupted",1999
13476,Win a Date with Tad Hamilton!,2004
10208,Muppets from Space,1999
24961,The Wiz,1978
20697,Ready to Rumble,2000
20761,Play It to the Bone,1999
70868,I Don't Know How She Does It,2011
43593,Piranha 3D,2010
6478,Beyond the Sea,2004
40688,Meet the Deedles,1998
26672,The Thief and the Cobbler,1993
45881,The Bridge of San Luis Rey,2004
41283,Faster,2010
4935,Howl's Moving Castle,2004
19908,Zombieland,2009
10663,The Waterboy,1998
1891,The Empire Strikes Back,1980
9737,Bad Boys,1995
37137,The Naked Gun 2½: The Smell of Fear,1991
9532,Final Destination,2000
10316,The Ides of March,2011
2787,Pitch Black,2000
12658,Someone Like You...,2001
152601,Her,2013
10866,Joy Ride,2001
227707,The Adventurer: The Curse of the Midas Box,2013
21349,Anywhere But Here,1999
19150,The Crew,2000
70435,Haywire,2011
580,Jaws: The Revenge,1987
9819,Marvin's Room,1996
13579,The Longshots,2008
20024,The End of the Affair,1999
2453,Harley Davidson and the Marlboro Man,1991
6973,In the Valley of Elah,2007
11156,Coco Before Chanel,2009
354110,Forsaken,2015
22215,Cheri,2009
11632,Vanity Fair,2004
30596,Bodyguards and Assassins,2009
3021,1408,2007
957,Spaceballs,1987
256917,The Water Diviner,2014
251,Ghost,1990
544,There's Something About Mary,1998
11395,The Santa Clause,1994
14635,The Rookie,2002
13680,The Game Plan,2007
688,The Bridges of Madison County,1995
11090,The Animal,2001
783,Gandhi,1982
228194,The Hundred-Foot Journey,2014
1642,The Net,1995
10950,I Am Sam,2001
235260,Son of God,2014
277,Underworld,2003
8999,Derailed,2005
11323,The Informant!,2009
10445,Shadowlands,1993
11453,Deuce Bigalow: European Gigolo,2005
146239,Delivery Man,2013
205588,Our Kind of Traitor,2016
10878,Saving Silverman,2001
82650,Diary of a Wimpy Kid: Dog Days,2012
10279,Summer of Sam,1999
2294,Jay and Silent Bob Strike Back,2001
2176,The Glass House,2001
270487,"Hail, Caesar!",2016
19366,Josie and the Pussycats,2001
204082,Homefront,2013
24100,The Little Vampire,2000
1599,I Heart Huckabees,2004
5550,RoboCop 3,1993
30379,Megiddo: The Omega Code 2,2001
42586,Darling Lili,1970
17709,Dudley Do-Right,1999
287948,The Transporter Refueled,2015
7548,The Libertine,2004
9075,Black Book,2006
11661,Joyeux Noël,2005
109513,Hit & Run,2012
12085,Mad Money,2008
204922,Before I Go to Sleep,2014
38985,Sorcerer,1977
44113,Stone,2010
21494,Moliere,2007
164457,Out of the Furnace,2013
4566,Michael Clayton,2007
17795,My Fellow Americans,1996
1073,Arlington Road,1999
153158,Underdogs,2013
81836,To Rome with Love,2012
10724,Firefox,1982
9473,"South Park: Bigger, Longer & Uncut",1999
2196,Death at a Funeral,2007
1499,Teenage Mutant Ninja Turtles III,1993
20857,Hardball,2001
82693,Silver Linings Playbook,2012
1646,Freedom Writers,2007
44944,For Colored Girls,2010
4108,The Transporter,2002
8456,Never Back Down,2008
7341,The Rage: Carrie 2,1999
19255,Away We Go,2009
10187,Swing Vote,2008
31005,Moonlight Mile,2002
49517,Tinker Tailor Soldier Spy,2011
44857,Molly,1999
50780,The Beaver,2011
16363,The Best Little Whorehouse in Texas,1982
1946,eXistenZ,1999
85,Raiders of the Lost Ark,1981
772,Home Alone 2: Lost in New York,1992
840,Close Encounters of the Third Kind,1977
9682,Pulse,2006
96,Beverly Hills Cop II,1987
10678,Bringing Down the House,2003
274,The Silence of the Lambs,1991
8872,Wayne's World,1992
16290,Jackass 3D,2010
579,Jaws 2,1978
14405,Beverly Hills Chihuahua,2008
138843,The Conjuring,2013
11637,Are We There Yet?,2005
226486,Tammy,2014
1584,School of Rock,2003
9312,Mortal Kombat,1995
12153,White Chicks,2004
65057,The Descendants,2011
8326,Holes,2003
35690,The Last Song,2010
76203,12 Years a Slave,2013
13497,Drumline,2002
35688,Why Did I Get Married Too?,2010
162,Edward Scissorhands,1990
296096,Me Before You,2016
103370,Madea's Witness Protection,2012
1051,The French Connection,1971
376659,Bad Moms,2016
10073,Date Movie,2006
16690,Return to Never Land,2002
273895,Selma,2014
14873,The Jungle Book 2,2003
8968,Boogeyman,2005
9963,Premonition,2007
15655,The Tigger Movie,2000
21208,Orphan,2009
272878,Max,2015
9760,Epic Movie,2007
314365,Spotlight,2015
13279,Lakeview Terrace,2008
1975,The Grudge 2,2006
33644,How Stella Got Her Groove Back,1998
1649,Bill & Ted's Bogus Journey,1991
9895,Man of the Year,2006
9570,The Black Hole,1979
27579,The American,2010
16052,Selena,1997
40264,Vampires Suck,2010
1164,Babel,2006
239678,This Is Where I Leave You,2014
14359,Doubt,2008
3989,Team America: World Police,2004
76617,Texas Chainsaw 3D,2013
1710,Copycat,1995
4258,Scary Movie 5,2013
20391,Paint Your Wagon,1969
10139,Milk,2008
335778,Risen,2016
9645,Ghost Ship,2002
55465,A Very Harold & Kumar Christmas,2011
617,Wild Things,1998
19904,The Stepfather,2009
48289,The Debt,2010
243,High Fidelity,2000
6933,One Missed Call,2008
17182,Eye for an Eye,1996
8848,The Bank Job,2008
38,Eternal Sunshine of the Spotless Mind,2004
38303,You Again,2010
1266,Street Kings,2008
107985,The World's End,2013
14043,Nancy Drew,2007
19901,Daybreakers,2009
34016,She's Out of My League,2010
59860,Monte Carlo,2011
10069,Stay Alive,2006
9588,Quigley Down Under,1990
12819,Alpha and Omega,2010
9954,The Covenant,2006
10115,Stick It,2006
25132,Shorts,2009
577,To Die For,1995
328387,Nerve,2016
12690,Appaloosa,2008
9945,Vampires,1998
539,Psycho,1960
13596,My Best Friend's Girl,2008
226857,Endless Love,2014
13159,Georgia Rule,2007
47941,Under the Rainbow,1981
526,Ladyhawke,1985
22796,Simon Birch,1998
2355,Reign Over Me,2007
5915,Into the Wild,2007
9842,School for Scoundrels,2006
61012,Silent Hill: Revelation 3D,2012
755,From Dusk Till Dawn,1996
13682,Pooh's Heffalump Movie,2005
9089,Home for the Holidays,1995
9470,Kung Fu Hustle,2004
18357,The Country Bears,2002
7979,The Kite Runner,2007
470,21 Grams,2003
15644,Paparazzi,2004
9582,A Guy Thing,2003
10642,Loser,2000
22074,Capitalism: A Love Story,2009
2428,The Greatest Story Ever Told,1965
290751,Secret in Their Eyes,2015
13805,Disaster Movie,2008
4597,Armored,2009
9414,The Man Who Knew Too Little,1997
63492,What's Your Number?,2011
81796,Lockout,2012
10710,Envy,2004
15092,Crank: High Voltage,2009
11382,Bullets Over Broadway,1994
15005,One Night with the King,2006
8198,The Quiet American,2002
6963,The Weather Man,2005
15070,Undisputed,2002
12797,Ghost Town,2008
17134,12 Rounds,2009
41402,Let Me In,2010
18885,3 Ninjas Kick Back,1994
4953,Be Kind Rewind,2008
10773,Mrs Henderson Presents,2005
146198,Triple 9,2016
2639,Deconstructing Harry,1997
10563,Three to Tango,1999
295964,Burnt,2015
5971,We're No Angels,1989
9716,Everyone Says I Love You,1996
11835,Death Sentence,2007
26171,Everybody's Fine,2009
31117,Superbabies: Baby Geniuses 2,2004
9074,The Man,2005
14396,Code Name: The Cleaner,2007
15673,Connie and Carla,2004
42618,Sweet Charity,1969
171274,Inherent Vice,2014
24432,Doogal,2006
109417,Battle of the Year,2013
13948,An American Carol,2008
106747,Machete Kills,2013
10929,Willard,2003
14220,Strange Wilderness,2008
46435,Topsy-Turvy,1999
256962,Little Boy,2015
48231,A Dangerous Method,2011
3509,A Scanner Darkly,2006
82684,Chasing Mavericks,2012
12142,Alone in the Dark,2005
23367,Bandslam,2009
10740,Birth,2004
241239,A Most Violent Year,2014
14582,Passchendaele,2008
14914,Flash of Genius,2008
3902,I'm Not There.,2007
77948,The Cold Light of Day,2012
21755,The Brothers Bloom,2008
4960,"Synecdoche, New York",2008
128,Princess Mononoke,1997
14652,Bon voyage,2003
40932,Can't Stop the Music,1980
16608,The Proposition,2005
334531,My All American,2015
32316,Marci X,2003
7299,Equilibrium,2002
13405,The Children of Huang Shi,2008
19457,The Yards,2000
112937,The Oogieloves in the Big Balloon Adventure,2012
314385,By the Sea,2015
8953,Steamboy,2004
29078,The Game of Their Lives,2005
46503,All Good Things,2010
10448,Rapa Nui,1994
13688,CJ7,2008
10353,The Visitors II: The Corridors of Time,1998
43935,Dylan Dog: Dead of Night,2011
11458,People I Know,2002
44638,The Tempest,2010
241257,Regression,2015
14538,Three Kingdoms: Resurrection of the Dragon,2008
13250,Butterfly on a Wheel,2007
133931,Zambezia,2012
280871,Ramanujan,2014
239897,Dwegons,2014
184341,Hands of Stone,2016
334074,Survivor,2015
199373,The Frozen Ground,2013
14202,The Painted Veil,2006
6968,The Baader Meinhof Complex,2008
581,Dances with Wolves,1990
52449,Bad Teacher,2011
12150,Sea of Love,1989
11247,A Cinderella Story,2004
4232,Scream,1996
9378,Thir13en Ghosts,2001
694,The Shining,1980
105,Back to the Future,1985
11377,House on Haunted Hill,1999
26367,I Can Do Bad All By Myself,2009
385383,Fight Valley,2016
41210,The Switch,2010
12090,Just Married,2003
62630,The Devil's Double,2011
16110,Thomas and the Magic Railroad,2000
29427,The Crazies,2010
129,Spirited Away,2001
244114,Firestorm,2013
2669,The Bounty,1984
203833,The Book Thief,2013
13523,Sex Drive,2008
25195,Leap Year,2010
17277,The Fall of the Roman Empire,1964
50725,Take Me Home Tonight,2011
82631,Won't Back Down,2012
73191,The Nutcracker,1993
22479,Kansas City,1996
340611,Indignation,2016
10065,The Amityville Horror,2005
2757,Adaptation.,2002
11683,Land of the Dead,2005
244339,Out of Inferno,2013
1878,Fear and Loathing in Las Vegas,1998
23082,The Invention of Lying,2009
195589,Neighbors,2014
854,The Mask,1994
2280,Big,1988
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006
8835,Legally Blonde,2001
157,Star Trek III: The Search for Spock,1984
8643,The Exorcism of Emily Rose,2005
10402,Deuce Bigalow: Male Gigolo,1999
218043,Left Behind,2014
9043,The Family Stone,2005
21301,Barbershop 2:  Back in Business,2004
10147,Bad Santa,2003
816,Austin Powers: International Man of Mystery,1997
302688,My Big Fat Greek Wedding 2,2016
60307,Diary of a Wimpy Kid: Rodrick Rules,2011
106,Predator,1987
279,Amadeus,1984
8617,Prom Night,2008
10625,Mean Girls,2004
10934,Under the Tuscan Sun,2003
5279,Gosford Park,2001
10013,Peggy Sue Got Married,1986
194662,Birdman,2014
160588,Blue Jasmine,2013
9829,United 93,2006
10028,Honey,2003
10535,Spy Hard,1996
790,The Fog,1980
43959,Soul Surfer,2011
10364,Catch-22,1970
16991,Observe and Report,2009
9610,Conan the Destroyer,1984
1578,Raging Bull,1980
25643,Love Happens,2009
11904,Young Sherlock Holmes,1985
28665,Fame,2009
44115,127 Hours,2010
10569,Small Time Crooks,2000
10560,Center Stage,2000
333348,Love the Coopers,2015
20483,Catch That Kid,2004
11457,Life as a House,2001
321697,Steve Jobs,2015
19840,"I Love You, Beth Cooper",2009
22327,Youth in Revolt,2009
38665,The Legend of the Lone Ranger,1981
2575,The Tailor of Panama,2001
11644,Blow Out,1981
146227,Getaway,2013
68924,The Ice Storm,1997
253235,And So It Goes,2014
22102,Troop Beverly Hills,1989
18701,Being Julia,2004
10068,Nine 1/2 Weeks,1986
848,Dragonslayer,1981
36811,The Last Station,2009
522,Ed Wood,1994
130150,Labor Day,2013
12246,Mongol: The Rise of Genghis Khan,2007
13809,RockNRolla,2008
27380,Megaforce,1982
10549,Hamlet,1996
33870,Mao's Last Dancer,2009
245703,Midnight Special,2016
10739,Anything Else,2003
127560,The Railway Man,2013
37903,The White Ribbon,2009
396152,Restoration,2016
10017,The Wraith,1986
11468,Salton Sea,2002
193613,Metallica: Through the Never,2013
17436,The Informers,2008
43434,Carlos,2010
31166,I Come with the Rain,2009
69848,One Man's Hero,1999
8408,Day of the Dead,1985
332411,I Am Wrath,2016
9389,Renaissance,2006
9626,Red Sonja,1985
75638,Red Lights,2012
8363,Superbad,2007
15670,Madea Goes to Jail,2009
290555,Wolves,2014
8328,Step Up 2: The Streets,2008
10982,Hoodwinked!,2005
205,Hotel Rwanda,2004
1620,Hitman,2007
175541,Black Nativity,2013
241254,The Prince,2014
31932,City of Ghosts,2002
1933,The Others,2001
679,Aliens,1986
11113,My Fair Lady,1964
3597,I Know What You Did Last Summer,1997
193893,Let's Be Cops,2014
9675,Sideways,2004
9988,Beerfest,2006
948,Halloween,1978
21765,Good Boy!,2003
146304,The Best Man Holiday,2013
7516,Smokin' Aces,2006
41439,Saw: The Final Chapter,2010
2752,40 Days and 40 Nights,2002
9429,A Night at the Roxbury,1998
38117,Beastly,2011
9792,The Hills Have Eyes,2006
13778,Dickie Roberts: Former Child Star,2003
228203,"McFarland, USA",2015
41382,Lottery Ticket,2010
13960,ATL,2006
114150,Pitch Perfect,2012
26602,Summer Catch,2001
10223,A Simple Plan,1998
16028,They,2002
15639,Larry the Cable Guy: Health Inspector,2006
16112,The Adventures of Elmo in Grouchland,1999
26390,Brooklyn's Finest,2009
27759,55 Days at Peking,1963
109428,Evil Dead,2013
23049,My Life in Ruins,2009
9310,American Dreamz,2006
11411,Superman IV: The Quest for Peace,1987
16988,How She Move,2008
7304,Running Scared,2006
24747,Bobby Jones: Stroke of Genius,2004
58048,Shanghai Surprise,1986
1491,The Illusionist,2006
2989,Roar,1981
10629,Veronica Guerin,2003
255343,Escobar: Paradise Lost,2014
4723,Southland Tales,2006
10800,Dragon Hunters,2008
25763,Damnation Alley,1977
79694,The Apparition,2012
4032,My Girl,1991
18615,Fur: An Imaginary Portrait of Diane Arbus,2006
10673,Wall Street,1987
4584,Sense and Sensibility,1995
2977,Becoming Jane,2007
10760,Sydney White,2007
11093,House of Sand and Fog,2003
207,Dead Poets Society,1989
8467,Dumb and Dumber,1994
639,When Harry Met Sally...,1989
24226,The Verdict,1982
9285,Road Trip,2000
14709,Varsity Blues,1999
74643,The Artist,2011
13788,The Unborn,2009
83666,Moonrise Kingdom,2012
10781,The Texas Chainsaw Massacre: The Beginning,2006
318850,The Young Messiah,2016
13908,The Master of Disguise,2002
1417,Pan's Labyrinth,2006
39180,See Spot Run,2001
16161,Baby Boy,2001
49950,The Roommate,2011
10956,Joe Dirt,2001
9594,Double Impact,1991
4638,Hot Fuzz,2007
13972,The Women,2008
5038,Vicky Cristina Barcelona,2008
13491,Arn: The Knight Templar,2007
10571,Boys and Girls,2000
10994,White Oleander,2002
19994,Jennifer's Body,2009
25166,Drowning Mona,2000
30890,Radio Days,1987
23169,Remember Me,2010
17403,How to Deal,2003
12120,My Stepmother is an Alien,1988
9800,Philadelphia,1993
1090,The Thirteenth Floor,1999
18475,The Cookout,2004
40160,Meteor,1979
18074,Duets,2000
9689,Hollywood Ending,2002
9781,Detroit Rock City,1999
8009,Highlander,1986
3877,Things We Lost in the Fire,2007
8854,Steel,1997
152599,The Immigrant,2013
18840,The White Countess,2005
68727,Trance,2013
12657,Soul Plane,2004
8265,Welcome to the Sticks,2008
12410,Good,2008
34647,Enter the Void,2009
73935,Vamps,2012
28178,Hachi: A Dog's Tale,2009
185567,Zulu,2013
264656,The Homesman,2014
35696,Juwanna Mann,2002
16351,Ararat,2002
38717,Madison,2001
18777,Slow Burn,2005
2110,Wasabi,2001
9035,Slither,2006
90,Beverly Hills Cop,1984
771,Home Alone,1990
12154,Three Men and a Baby,1987
9576,Tootsie,1982
744,Top Gun,1986
146,"Crouching Tiger, Hidden Dragon",2000
14,American Beauty,1999
45269,The King's Speech,2010
