cast_id,cast_name,cast_gender
233547,Mohammed Ghaffari,0
1089395,Nicki Cochrane,0
1089396,Fenja Klaus,0
164419,Gino Lucci,0
55272,Novella Nelson,1
155540,Benny Nieves,2
1089398,Franci Leary,0
18315,Monica Keena,1
56757,Eva Amurri Martino,1
85825,Leighton Meester,1
75340,Todd Bridges,2
82988,Meagen Fay,1
84920,Tony Orlando,2
131722,Ciara,1
170804,Peggy Stewart,1
6735,Luenell,1
1218506,Justin Weaver,0
203233,Rebecca Marshall,1
967540,Carrie Wiita,1
2719,Brian Thompson,2
260536,Wolf Christian,2
544311,Eva Vejmu011blkovu00e1,0
1074679,Milan Bahu00fal,0
1074680,Peter Hric,0
1074681,Sandra Kovacicova,0
1074682,Kyle Cohen,0
1074683,Thom Baker,0
62649,Russell Hornsby,2
52057,Obba Babatundu00e9,2
65699,Andrew Fiscella,2
65697,Karl Malone,0
65698,Gary Payton,2
61114,Kate Walsh,1
77338,Tom McGowan,2
299397,Shakara Ledard,1
1647092,Audrey Quock,1
76225,David Reivers,2
1559335,Kamal Marayati,2
1199720,Omahyra Mota,0
1248751,Oluchi Onweagba,1
65696,Tony Ledard,0
44649,Violante Placido,1
567332,Fergus Riordan,2
73589,Johnny Whitworth,2
38559,Christopher Lambert,2
18847,Irene Papas,1
18848,Gerasimos Skiadaressis,0
18849,Aspasia Kralli,0
18850,Mihalis Giannatos,2
18851,Dimitris Kaberidis,0
18852,Pietro Sarubbi,0
18853,Viki Maragaki,0
62054,Faith Ford,1
72997,Chris Potter,2
10556,Carol Kane,1
78576,Scott Thompson,2
1337815,Mung-Ling Tsui,1
1752070,Allison Lynn,1
1720992,Gabriel Antonacci,0
1752072,Dan Sutcliffe,0
1226927,Jordan Allison,0
1470304,Toya Alexis,0
1752079,Valerie Boyle,1
1752081,Karla Jang,1
1752082,Silver Kim,1
1752084,Robert Yeretch,0
931757,Scott Hurst,0
1752085,Christie Allaire,1
1752086,Stephanie Allaire,1
1752087,Amy Allicock,1
1752089,Helena Chow,1
1752090,Joella Crichton,0
1281022,Laura Jeanes,1
1752093,Rebecca Priestley,1
1752097,Taryn Ash,1
981162,Catherine Burdon,1
8357,Shane Cardwell,2
201067,Tommy Chang,0
110018,David Lipper,2
190917,Tig Fong,2
1752102,Maria Georgas,0
1752103,Nikki Shah,1
1228361,Jordan Todosey,1
1752104,Emi Yaguchi-Chow,0
147478,Demetrius Joyette,2
1752105,Christopher Lortie,0
1752106,Sotiri Georgas,0
1752107,Steven Georgas,0
1752108,Gannon Racki,0
1205728,Marcus Hutchings,0
36816,David Sparrow,2
1752109,Evelyn Kaye,1
1239480,Christian Laurin,0
1752110,Billy Oliver,0
1387397,Curtis Parker,0
1366377,Matt Purdy,0
1480850,Jean Pearson,0
232,Kyle Schmid,2
1752112,Robert Thomas,0
1752113,Michael Quintero,0
1752114,Cameron Hickox,0
1214665,Cade Courtley,0
1225829,Cassius Willis,0
1752115,Jeff Podgurski,0
1752116,Scott Reiff,0
1299079,Darryl Dinn,0
1415898,Christopher Giroux,0
1752117,Liam McGuckian,0
71128,Ashley Scott,1
31391,Barbara Tarbuck,1
54495,Khleo Thomas,2
1216570,Darcy Laurie,0
60433,Ben Cardinal,2
1228459,Michael Soltis,0
45428,April Telek,1
168500,Sandra Steier,1
72099,Ben Cotton,2
1773099,Chelsie Amber McEachnie,1
1773101,Kaja Gjesdal,1
1773102,Melody Cherpaw,1
1773104,Alana Drozduke,1
1773110,Sandra Higueras,1
1773112,Ana Mirkovic,1
1366447,David Purvis,0
1773114,Rita Edwards,1
1773116,Sarah Smith,1
1773117,Douglas Sheridan,0
1773118,Katina Robillard,1
1414747,Jacqueline Stewart,1
169792,Artine Brown,2
1773121,Sandra-Jessica Couturier,1
1773126,Levi Woods,0
37821,Michael Conner Humphreys,2
204997,Hanna Hall,1
37822,Peter Dobson,2
37823,Sonny Shroyer,2
951881,George Kelly,2
36221,Sam Anderson,2
1215432,Margo Moorer,0
1019727,Christopher Jones,2
37832,Kevin Mangan,0
29934,Brett Rice,2
14526,Daniel C. Striepeke,2
6310,David Brisbin,0
154697,Kirk Ward,2
37831,Marlena Smalls,0
37830,Kitty K. Green,1
975108,Mark Matheisen,2
129725,Al Harrington,2
37824,Jed Gillin,0
1346510,Don Fischer,2
1088274,Matt Wallace,0
114326,Mike Jolly,2
170051,Michael Kemmerling,2
95140,John Voldstad,0
1446990,Daniel J. Gillooly,0
1401994,Michael Burgess,0
1235787,Steven Griffith,0
163441,Michael McFall,2
92658,Byron Minns,2
81692,Stephen Bridgewater,2
37827,John William Galt,2
1313819,Isabel Rose,0
1409948,Richard D'Alessandro,0
406976,Vanessa Roth,1
10565,Dick Cavett,2
1405338,Tiffany Salerno,0
1465241,Lazarus Jackson,0
37828,Nora Dunfee,0
1327149,Hallie D'Amore,0
37829,Michael Mattison,2
176329,Charles Boswell,2
196855,Bob Penny,2
98873,Greg Brown,0
13204,Troy Christian,2
84901,Bryan Hanna,2
1273540,Aaron Michael Lacey,0
42961,Jacqueline Lovell,1
1150593,Brendan Shanahan,0
567126,William Shipman,0
173277,Robb Skyler,2
49914,Cameron Richardson,1
1080067,Allison Karman,0
208332,Tiara Parker,0
1080068,Kira Verrastro,0
46928,Beth Riesgraf,1
53260,Adriane Lenox,1
159398,Don Tiffany,0
120723,Frank Maharajh,2
1228919,Kevin Symons,0
65529,Irene Bedard,1
3203,Russell Means,2
110316,Judy Kuhn,1
181486,Joe Baker,2
163070,Michelle St. John,0
950126,James Apaumut Fall,2
20006,Christopher Reeve,2
20011,Margot Kidder,1
55278,Jackie Cooper,2
3381,Glenn Ford,2
12726,Trevor Howard,2
41224,Jack O'Halloran,0
40954,Maria Schell,1
85042,Phyllis Thaxter,1
13326,Susannah York,1
53088,Jeff East,2
1067,Marc McClure,2
31364,Sarah Douglas,1
19463,Harry Andrews,2
101919,Vass Anderson,2
27165,John Hollis,2
1230579,James Garbutt,0
1231170,Michael Gover,0
1220359,David Neal,2
1613400,Penelope Lee,1
30709,John Stuart,2
1681406,Alan Cullen,0
1681410,Lee Quigley,0
180137,Aaron Smolinski,2
1246209,Diane Sherry Case,0
1681411,Jeff Atcheson,0
1681412,Brad Flock,0
1681413,David Petrou,0
228973,Robert Henderson,0
136039,Larry Lamb,2
1681414,James Brockington,0
176093,John Cassady,0
172962,John F. Parker,0
127461,Harry Scott,2
1681415,Ray Evans,0
1681416,Su Shifrin,0
61940,Miquel Brown,0
81816,Benjamin Feitelson,0
172695,Lise Hilboldt,1
66613,Leueen Willoughby,0
1681417,Jill Ingham,0
1681418,Pieter Stuyck,0
1227454,Rex Reed,0
1681421,Weston Gavin,0
1250671,Ray Hassett,0
1068099,Randy Jurgensen,0
1681426,Matt Russo,0
1600363,Colin Skeaping,2
202983,Bo Rucker,0
196456,Paul Avery,2
38651,David Baxt,0
1681435,George Harris II,0
1681437,Michael Harrigan,0
1681438,John Cording,0
1681440,Raymond Thompson,0
1550252,Oz Clarke,0
170970,Rex Everhart,2
1390808,Jayne Tottman,0
1681444,Frank Lazarus,0
1173817,Brian Protheroe,0
184752,Lawrence Trimble,0
1681445,Robert Whelan,0
1430038,Norwich Duff,0
1229301,Keith Alexander,0
159013,Paul Tuerpe,0
199802,Graham McPherson,2
141087,David Yorston,2
1607159,Robert O'Neill,2
117410,Robert MacLeod,2
12828,Alan Tilvern,2
33032,Phil Brown,2
1536293,Bill Bailey,2
184980,Burnell Tucker,0
1123038,Chief Tug Smith,0
1681455,Norman Warwick,0
199104,Chuck Julian,0
1681457,Colin Etherington,0
1049237,Mark Wynter,0
36118,Roy Stevens,0
32041,William Russell,2
182726,Patricia Wilson,1
1077909,Nichole McAuley,0
154874,Hamilton von Watts,0
995587,Chao Li Chi,2
166838,Tony Carlin,2
179954,Quinn Duffy,0
154214,Montell Jordan,2
193580,Doug Williams,2
154176,Chaz Lamar Shepherd,2
937565,Lisa Halpern,0
1208039,Arthur Tovey,0
42687,Athena Massey,1
55256,Julie Ann Emery,1
55257,Adam Arkin,2
237885,Ryan Cross,0
52886,Jeffrey Donovan,2
203809,Nathan Lee Graham,0
6541,Philip Bosco,2
1520857,Beau Sia,2
58090,Greg Cruttwell,2
1229698,Kelly Miller,1
61307,Michael Chinyamurindi,2
953505,Abdoulaye N'Gom,0
559485,Lydell M. Cheshier,0
82719,Jon Pennell,2
168326,Lauren Bowles,1
1448921,Afton Smith,1
1224308,Samantha Harris,1
1748102,Hans Schoeber,0
1748103,Alexander Denk,0
1748104,Rodney Louis Johnson,0
1748105,Peter F. Giddings,0
1748106,Terilyn Joe,1
1748107,Michel Camus,0
1748108,Valerie Perri,1
1748109,Carrie Zanoline,1
1748110,Garrett Griffin,0
1748111,Harve Cook,0
127614,Richard Elfman,2
1748112,Denise Holland,1
1748053,Kristie Capozzoli,1
1748113,Sal Vassalo,0
1748114,Melanie Gage,1
1748052,Aurorah Allain,0
1748068,Joie Shettler,1
1748115,Sharon Ferrol-Young,1
1748117,Robin Tasha-Ford,0
1748119,Margo Blas,1
1748124,Jake Gentry,2
1748125,Tim Glenn,0
1748126,Bob Quinn,0
21593,Jason Biggs,2
21595,Alyson Hannigan,1
52480,Eddie Kaye Thomas,2
21403,Thomas Ian Nicholas,2
1537,Angela Paton,1
88507,Justin Isfeld,2
170432,Willam Belli,2
15824,Chris Mulkey,2
1261694,Barkhad Abdi,0
1266858,Faysal  Ahmed,0
1266859,Barkhad Abdirahman,0
1266862,Mahat M. Ali,0
1323776,Amr El-Bayoumi,0
1334464,Azeez Mohammed,0
1375338,Lauren Weedman,0
109708,Bill Burr,0
1248380,Savannah Paige Rae,0
208519,Nick Kroll,0
1429456,Jaye Razor,0
71552,Ari Graynor,1
1559595,Stella Angelova,0
98818,Stacey Scowley,1
159788,Joe Nipote,2
76239,Garette Ratliff Henson,2
158037,Jessica Wesson,1
56057,Malachi Pearson,2
88599,Chauncey Leopardi,2
147496,Spencer Vrooman,2
1074129,Fred Rogers,0
1074130,Terry Murphy,0
77581,Ernestine Mercer,1
1074131,Doug Bruckner,0
154158,Wesley Thompson,2
1201303,Michael Dubrow,0
1201304,J.J. Anderson,0
1201305,Michael McCarty,0
1201306,Micah Winkelspecht,0
50398,Devon Sawa,2
1201310,Elise Main,0
1201311,Tony Stef'Ano,0
1224149,David Meunier,2
1399659,Johnny Skourtis,0
151278,James Wilcox,2
1399660,Mike O'Dea,0
1371550,Anastasia Sanidopoulos Mousis,0
1195813,Andrew Farazi,0
101088,Matt Lasky,2
1419122,Timothy John Smith,2
4733,Robert Wahlberg,2
1435189,Rhet Kidd,0
1435196,Mike Morrell,0
1435747,Shawn Fitzgibbon,0
133068,Owen Burke,2
1435802,Luz Mery Sanchez,0
1435805,John Romualdi,0
51666,Patrick Coppola,0
1435827,Jenny Johnson,0
1435832,Peter Haydu,0
955406,Mark Stefanich,2
1278777,Dan Bilzerian,0
1205742,Matt Leonard,2
10477,George Dzundza,2
27448,Rocky Carroll,2
113387,Jaime Gomez,0
17917,Lillo Brancato,2
132729,Eric Bruskotter,2
76546,Ricky Schroder,0
11864,Ryan Phillippe,2
29685,Kurt Fuller,2
54696,Joe Nunez,2
19981,David Fine,2
57869,Kevin West,2
1233979,Geoff Callan,0
1215395,Scott Klace,2
1293034,Rashida Clendening,0
270847,Peter Fitzsimmons,2
156404,Maurice Sherbanee,0
170740,Zuhair Haddad,2
66652,Adam Del Rio,0
175588,Rueben Grundy,0
1569885,Stu Klitsner,0
1512520,Cecil Williams,0
203086,Amir Talai,2
1392686,Mike Garibaldi,0
1439496,Jason Frazier,0
95838,Bob Greene,2
1062435,Robert Anthony Peters,0
1418199,Cathy Fithian,0
1325623,Keith Stevenson,0
1006368,Karen Kahn,0
1265809,Martin Andris,0
1528597,Yeena Fisher,0
1465480,Kenny Santiago Marrero,0
1240831,David Pearl,0
300817,Rick Camp,0
60849,Brad Carr,2
1659338,Ben Fritz,2
1525022,Adam Wang,0
1173830,Brendan Kruse,0
1149597,Austin Scott,0
57278,Kate Beahan,1
117824,Assaf Cohen,2
21711,Erika Christensen,1
61854,Shane Edelman,2
154166,Mary Gallagher,1
61555,Haley Ramm,1
946328,Jana Kolesarova,1
159261,Brent Sexton,2
52019,Marlene Lawston,1
44185,Judith Scott,1
49958,Rosemary Forsyth,1
18326,Dennis Miller,2
8266,Suzie Plakson,1
50402,Nicholas Sadler,2
11911,Sarah Dampf,1
11913,Rhonda Dotson,0
21475,John Putch,2
66499,Lauri Johnson,1
111454,Shishir Kurup,2
141,David Carradine,2
2539,Julie Dreyfus,1
2538,Chiaki Kuriyama,1
240171,Gordon Liu Chia-Hui,0
2541,Jun Kunimura,2
138435,Kenji Ohba,0
545394,Yuki Kazamatsuri,1
58616,Sakichi Satu00f4,0
79458,Yoshiyuki Morishita,0
1594799,Tetsuro Shimaguchi,2
2542,Kazuki Kitamura,2
115659,Yu00f4ji Tanaka,2
121751,Su00f4 Yamanaka,0
1594815,Julie Manase,1
2544,Akaji Maro,0
1369182,Goro Daimon,0
1389612,Zhang Jin Zhan,0
1624147,Hu Xiaohui,0
4026,Ambrosia Kelley,0
1314989,Sachiko Fujii,0
31082,Ai Maeda,0
1243811,Naomi Kusumi,0
122726,Hikaru Midorikawa,0
87662,Issei Takahashi,2
92276,Kohl Sudduth,2
81957,Alejandro Patino,0
92277,Alfred De Contreras,2
92278,Ramiro Fabian,2
60785,Johnny Sanchez,2
92279,Claude Brooks,2
92280,Kevin Scannell,2
42724,John Prosky,2
80301,Michael Dempsey,2
92281,Walter Powell,0
33490,Phill Lewis,2
84457,Marisol Nichols,1
92282,Nathan Anderson,2
92283,Brogan Roche,0
92284,Lloyd Berman,0
46075,Zaid Farid,2
92285,Aaron Brumfield,2
92286,Kimble Jemison,0
92287,Alex Craig Mann,2
92288,Laura Grady,1
92289,Reamy Hall,1
92290,Michelle Boehle,0
92291,Kimberly Baum,0
92292,Megan Denton,0
92293,Janet Jaeger,0
92294,Hope Wood,0
92295,Addie Yungmee,1
92296,Andrea Toste,0
92298,Carl Kocis,0
92299,Tiger Mendez,0
92300,Steve J. Termath,0
92481,Alan Oliney,0
34721,Larry Bishop,2
6446,Christopher Allen Nelson,2
1052339,Helen Kim,0
3785,Jack Palance,2
80579,Robert Z'Dar,2
6451,Michael J. Pollard,2
702,Philip Tan,2
75465,Lewis Arquette,2
6939,Edward Bunker,2
18071,Geoffrey Lewis,2
156617,Susan Krebs,1
51755,Ian Ogilvy,2
68528,Adam Storke,2
11871,Alaina Reed Hall,1
17225,Michelle Johnson,1
1198786,Ai Wan,0
77015,William Frankfather,2
15453,Debra Jo Rupp,1
55265,Jonathan Silverman,2
170874,Fabio,2
1796767,Bonnie Cahoon,0
120725,Yu Rong-Guang,0
25527,Jason Connery,2
43933,Adrien Dorval,2
123972,Stacy Grant,1
211568,Simon Baker,2
180467,Rad Daly,2
87739,Eliza Norbury,1
554278,Brandon Merrill,1
114697,Eric Chen,2
554279,Ya Hi Cui,0
96322,Rafael Bu00e1ez,0
222559,Russell Badger,0
162690,Sam Simon,0
41247,Len Cariou,2
11089,Whip Hubley,2
43773,Andreas Katsulas,2
153884,Marla Maples,1
22131,J. T. Walsh,0
149471,Ingo Neuhaus,2
974432,William James Jones,2
62564,Madeline Carroll,1
119807,James Tupper,0
68186,Dominic Chianese,2
171948,William Charles Mitchell,0
968851,Kelli Barrett,1
1256097,Henry Kelemen,2
1237533,Dylan Clark Marshall,2
1500899,Cynthia Kirchner,1
122503,Liu Yifei,1
52908,Collin Chou,2
122504,Morgan Benoit,2
234984,Thomas McDonell,2
122515,Jack Posobiec,0
122514,Juana Collignon,0
1075061,Zhi Ma Gui,0
1075063,Shen Shou He,0
1075065,Bin Jiang,0
1075067,Shaohua Yang,0
1075068,Yu Yuan Zeng,0
8029,Jimmy Hayward,2
141775,Kaitlyn Maher,1
1245879,Dwight Howard,0
1277229,Danny Carey,0
50880,Robert Beltran,2
20503,Scott Mosier,2
47654,Paul McGann,2
14468,Brian Glover,2
40043,Niall Buggy,2
26854,Phil Davis,2
145532,Paul Brennen,2
145533,Clive Mantle,2
145534,Hi Ching,2
145536,Leon Herbert,2
145537,Danielle Edmond,0
18065,Jimmy Nail,2
1306206,Victoria Sus,0
1403819,Julian Littman,0
53937,Olga Merediz,1
1242153,Laura Pallas,0
1403820,Maru00eda Luju00e1n Hidalgo,0
1403821,Servando Villamil,0
18015,Andrea Corr,1
53955,Katarina Witt,1
185257,Daniel Breton,0
20115,Amidou,2
61151,Jan Tu0159u00edska,2
32948,Bernard Bloch,2
37189,Lu00e9opoldine Serre,1
1056214,Dominic Gugliametti,0
1056215,Alan Beckworth,0
544397,Tolsty,0
28690,Gu00e9rard Moulu00e9vrier,2
93434,Lionel Vitrant,0
1175149,Vincent Schmitt,0
79032,Julia Maraval,0
115686,Laurent Spielvogel,2
42545,Ron Jeremy,2
145329,Steve Suissa,0
32094,Katia Tchenko,1
1461743,Dyna Gauzy,0
1056669,Lilly-Fleur Pointeaux,0
64585,Dimitri Rafalsky,0
392417,Gu00e9rard Touratier,2
1581129,Christophe Maratier,0
587181,Pierre Forest,0
143476,Henry Cele,0
667748,Kurt Egelhof,2
1556203,Satchu Annamalai,0
1556204,Teddy Reddy,0
1556205,Raheem Khan,0
1156168,Jack Devnarain,0
541462,Glen Gabela,0
39658,Sally Hawkins,1
1304662,Samuel Joslin,0
1365437,Dominic Coleman,0
114253,Simon Farnaby,2
1304661,Madeleine Harris,0
1247601,Theresa Watson,0
1243426,Michael Bond,0
1255296,Jude Wright,0
2959,Kayvan Novak,2
94740,Eddie Nestor,0
1286190,Jonathan Derbyshire,0
1221004,Llewella Gideon,1
1502432,Tarik Blake,0
591993,Ross Boatman,2
219367,Steve Oram,0
1473776,Tom Meeten,2
182327,Alice Lowe,1
234120,Will Smith,2
1284192,Toby Williams,0
1237930,Catherine Shepherd,0
1502433,Javier Marzan,0
1502434,Sean Bridgeman,0
1502435,Cleo Sylvestre,0
231229,Gus Brown,0
1219235,Rufus Jones,0
162429,Kenneth Hadley,0
62973,Steve Edge,0
1401914,Barry Ashton,0
1502436,Hamish MacColl,0
1502437,Lauren Barrand,0
1374158,Ancuta Breaban,1
1502438,Asim Chaudhry,0
1502440,Faith Elizabeth,0
1379268,Nigel Genis,0
1347131,Denis Khoroshko,0
1502442,Shaz Lancaster,0
598841,Jim Lawrence,0
1394406,Barrie Martin,0
1295992,Stuart Matthews,0
1502443,Matthew David McCarthy,0
122999,George Newton,2
1502444,Jack Philips,0
1502445,Fabio Vollono,0
1502446,Julie Vollono,0
1297114,Vic Waghorn,0
59675,Mel Rodriguez,2
990393,Erin Moriarty,1
85139,Nicholas Braun,0
1046354,Justin Wheelon,0
450951,Carissa Capobianco,1
9277,John Finn,2
778,John Ashton,2
65422,Vivienne Sendaydiego,0
4693,Paul Bates,2
134061,Tracey Ellis,1
1827420,Kim Ingram,0
143574,Paul Collins,2
204896,Louanne Stephens,1
1325966,Ajgie Kirkland,0
1827421,Chike Kani Omo,0
46929,Ivonne Coll,1
182136,Roger Floyd,2
93704,Kurt Smildsin,2
1236029,Gary Bristow,0
19127,Wen Yann Shih,1
5950,Seymour Cassel,2
31837,Dane Cook,2
184180,Cam Neely,2
42199,Daniel Greene,2
22126,Jessica Cauffiel,1
1395904,Nikki Tyler-Flynn,1
58928,Pat Crawford Brown,1
74934,Jackie Flynn,0
2171,Griffin Dunne,0
1229514,Danny Murphy,2
21800,Mike Cerrone,2
1378629,Michael Lee Merrins,0
1580196,Jonathan Cauff,2
30928,Michael Callan,0
1580198,Steve Tyler,2
1580230,Elaine Curtis,1
179508,Gary Valentine,2
263229,Roger Fan,2
1212613,Catherine McCord,1
109902,Kelly Albanese,0
1581938,Paulina Neely,1
1215344,Tracy Ashton,1
1319701,Ellen Jacoby,1
1588839,Ben Carson,0
55469,Russell Tovey,0
25879,Geoff Pierson,2
85101,Michelle Gunn,1
52021,Frank Wood,2
1356750,Jeffrey Hutchinson,0
1448560,Devon Conti,0
1569710,Antonia Bennett,0
1569711,Erica Grant,0
162878,Jan Devereaux,0
1047161,Kerri Randles,0
1569718,Morgan Eastwood,0
77597,Ric Sarabia,0
1352950,Russell Edge,0
163774,Reed Birney,2
155018,Colby French,2
1569735,Kelly Lynn Warren,0
120859,William Charlton,0
152926,J.P. Bumstead,0
154625,Pamela Dunlap,1
129013,Roger Hewlett,2
1498427,Jim Cantafio,2
94904,Wendy Worthington,1
46814,Dale Dickey,1
56419,Eddie Alderson,2
182680,Michael McCafferty,2
144162,Anthony De Marco,0
62101,Kevin Glikmann,0
1409321,Hope Shapiro,0
223280,Caleb Campbell,0
23533,Zach Mills,2
1517894,Scott Leva,0
1378664,Clint Ward,0
116480,Phil Van Tee,0
1755878,Pete Rockwell,0
12539,Lily Knight,1
93345,Ryan Cutrona,2
55494,Devon Gearhart,0
1367102,Andre Alexsen,2
116446,William Brent,2
74523,Jason Ciok,0
1230878,Wrong,0
1224686,Dominick Dunne,0
1513747,Leslie Gunning,0
1567072,Kerry Hennessy,0
210344,Jen Lilley,1
1504568,Darin Mangan,0
1453555,John H. Tobin,2
1209730,George F. Watson,0
1307739,JW Wiseman,0
593,Joanna Cassidy,1
1362093,Nicholas Rudall,0
24524,Krzysztof Pieczyu0144ski,2
588278,Julie R. Pearl,0
73831,Godfrey,0
992588,Gene Barge,0
156592,Nathan Davis,2
1463182,Aaron Williams,0
1522071,Daniel H. Friedman,0
1522072,Joan Kohn,0
148306,Juan Ramu00edrez,0
76987,Scott Benjaminson,2
1178314,Randall Arney,0
1522083,Noelle Bou-Sliman,0
86576,Joseph F. Kosala,0
59399,Miguel Nino,2
135717,Turk Muller,0
182372,Michael Skewes,0
21816,Jacqueline G. Arthur,0
1522089,Tom Mula,0
1522091,Denise Price,0
1327404,Rick Le Fevour,0
1522095,Charley Sherman,0
1522096,Gina Raffin,0
1522097,Pam Zekman,0
1522098,Lisa Tejero,0
1522099,John Drummond,0
1522100,Cathy Herd,0
1522101,Tell Draper,0
1522102,Michael Gaylord James,0
201389,Ken Moreno,2
554391,Allen Hamilton,2
933416,Dick Cusack,0
1522103,Nicholas Kusenko,2
1522104,David Michael Gee,0
1522105,Stanley M. Span,0
1005538,Ann Whitney,1
62731,Rich Komenich,2
1522106,Afram Bill Williams,0
1395066,John W. Hardy,0
59406,Mary Seibel,1
1522107,Nina Beesley,0
1522108,Billy Haynes,0
1522109,Walter Doggett,0
109007,Jack Kandel,0
1522110,Timothy J. Maxwell,0
1522111,Leslie Mikol,0
1522112,Rio Zavala,0
1230668,Mark Morettini,2
1522113,Soseh Kevorkian,0
1522114,Christopher Holloway,0
159394,Jim Ortlieb,2
14839,Mike Gray,2
1265395,Joe Guastaferro,0
38160,Patti D'Arbanville,1
76470,Dan Butler,2
1216752,Frank Medrano,0
4001,Simon Callow,2
4318,Victor McGuire,2
106049,Jennifer Ellison,1
6366,Laurence Fox,2
118037,Christian Brassington,0
1423944,Robert Cambrinus,0
192940,Kelly Hunter,1
102375,David Robb,2
1793023,Steve Lately,0
23496,Amelia Warner,1
19868,Paterson Joseph,2
54023,Yangzom Brauen,1
1120509,Aoibheann O'Hara,1
43170,Thomas Huber,2
1120510,Weijian Liu,2
238265,Maverick Quek,0
50254,Rainer Will,2
192907,Charlie Beall,2
1828390,Bruno Bruni Jr.,0
1873542,Ronald Marx,0
25415,Axel Schreiber,0
1873543,Katie Mullins,0
1873544,Terry Bartlett,0
1214855,Betty Okino,0
28420,Lavinia Wilson,1
1873546,Khira Lilli Pobanz,0
1700563,William Morts,0
54047,Phil Hay,2
963487,Nils Dommning,2
1873548,Bojan Heyn,0
1873549,Justin Schierlo,0
1873551,Marianne Sonneck,0
16943,Joost Siedhoff,0
1873554,Tamara Ru00f6hl,0
1873555,Claas Wu00fcrfel,0
1148961,Robin Gooch,0
61816,Anna De Carlo,0
1873556,Martha Fessehatzion,0
902,Milton Welsh,2
28951,Mehmet Yilmaz,0
1873557,Alex Benjamin,0
73058,Natacza Boon,0
1873558,Clio Burggraeve,0
1329774,Alexander Flache,2
19882,Lilja Loeffler,0
1873559,Kim Pfeiffer,0
48151,Michael Pink,0
1054360,Joachim Schoenfeldt,0
23646,Jeremy London,2
28414,Matt Letscher,2
945144,Brian Mallon,0
241735,Bo Brinkman,0
590,William Sanderson,2
20215,Billy Campbell,2
155962,Joseph Fuqua,2
1218005,Mia Dillon,1
1446014,Justin Dray,0
32494,Robert Easton,2
1223185,Miles Fisher,2
1197765,Karen Starc,0
15198,John Castle,2
2022,Catherine Hicks,1
65038,Heidi Kling,1
14333,Grand L. Bush,2
1214447,Michael Harney,2
1854662,Gordy Owens,2
1854663,Richard Hoyt-Miller,2
1854664,Michael Francis Kelly,2
1819858,Alan Bergmann,0
1729745,Danna Hansen,1
184116,R.J. Knoll,0
188216,Sondra Spriggs,1
27492,Garrett M. Brown,2
157405,Darryl Theirse,2
1854665,Fritz Mashimo,2
1854667,Jeff Joseph,2
160959,Dennis Redfield,2
1412253,William H. Burton Jr.,2
164397,Callie Thorne,1
122243,John Elsen,2
97976,Bill Cross,0
92110,Tannis Benedict,1
55714,Scott Gurney,2
1775709,Lara Bierner,1
1854668,Paxton Culpepper,2
1854669,Charles Gemmill,2
1741327,Billy Malone,0
1854670,L.A. Rothman,1
78437,Stephen Rannazzisi,0
74615,Nicole Ari Parker,1
127728,Daniel Polo,0
65760,Marin Hinkle,1
101416,Michael McMillian,2
65749,Catherine McGoohan,1
147653,Jeff Kosloski,0
543193,Vanessa Williams,1
1236042,Jane Yamamoto,1
64180,Steve Whitmire,2
97185,Eric Jacobson,2
64182,Bill Barretta,2
360193,Peter Linz,2
997569,Kenneth Collard,0
1147919,James Pasierbowicz,0
192632,David Rudman,0
1138597,Luke Howard,0
1147921,Pete Meads,0
138986,Tony Bennett,2
1504910,Andru00e9s Cantor,0
16450,Sean Combs,2
117470,Josh Groban,2
973385,Ross Lynch,2
1504912,Fleur Poad,0
1082302,Dylan Postl,0
1228891,Louise Gold,0
1401233,Nigel Plaskitt,2
102757,Mak Wilson,0
1504913,Warrick Brownlow-Pike,0
1504914,David Covarrubias,0
65294,Don Austen,0
1504915,William Banyard,0
1504916,Daisy Beattie,0
1504917,Sue Beattie,0
1504918,Lynn Robertson Bruce,1
946673,Brian Jones,2
123846,Debby Ryan,1
93219,Jake Short,2
51331,Tyrel Jackson Williams,2
55493,Brady Corbet,2
60459,Soren Fulton,2
49346,Debora Weston,1
12830,Lou Hirsch,2
141349,Alex Barringer,0
82345,Genie Francis,0
141350,Kyle Herbert,0
141351,Dominic Colenso,2
141352,Ben Torgersen,2
5319,Ron Cook,2
141353,Johannes Zadrozny,0
141354,Nicola Walker,1
75067,Harvey Virdi,0
119792,Bhasker Patel,2
141355,Rose Keegan,1
141356,Stewart Howson,0
141357,Mark Nelmes,0
40736,Andy Smart,0
16790,Gaspard Ulliel,2
17901,Chantal Neuwirth,1
13689,Ticky Holgado,2
28462,Dominique Bettenfeld,0
28463,Jean-Pierre Darroussin,2
27978,Denis Lavant,2
2407,Rufus,2
28857,Ju00e9ru00f4me Kircher,2
14606,Albert Dupontel,2
17257,Elina Lu00f6wensohn,1
583312,Jean-Pierre Becker,0
16922,Jean-Paul Rouve,0
37920,Julie Depardieu,1
20082,Michel Vuillermoz,2
2416,Urbain Cancelier,2
24772,Maud Rayer,1
32092,Michel Robin,0
66032,Philippe Duquesne,2
948741,Stu00e9phane Butet,0
145738,Christian Pereira,0
5440,Franu00e7ois Levantal,2
230076,Patrick Paroux,0
1682974,Solu00e8ne Le Pechon,0
238953,Virgil Leclaire,0
66838,Florence Thomassin,1
240388,Thierry Gibault,0
1682977,Myriam Roustan,0
131992,Gilles Masson,0
