company_id,name,country,imdb_id,name_nf,name_sf,md5
686,Tiger Aspect Productions,,686,TIGER ASPECT PRODUCTIONS,T262,cc64cad17a3e9eb80c3fa3ec654f7ff4
2490,LGM Productions,,2490,LGM PRODUCTIONS,L251,d1630b84b055c1ab47e04223fb247c31
2612,Les Productions du Tru00e9sor,,2612,LES PRODUCTIONS DU TRU00E9SOR,L216,770a00688b284c870c8bb573ff334cf1
2908,Mars Distribution,,2908,MARS DISTRIBUTION,M623,cc0ceb66b1ea836705b11af2d7b37ec5
19690,Caneo Films,,19690,CANEO FILMS,C514,2cd759d395d39fe5ac4e7ec7072e48f3
32242,Grisbi Productions,,32242,GRISBI PRODUCTIONS,G621,29b5a9a3286eda5179fbd446878a8f8f
33928,France 4,,33928,FRANCE 4,F652,ddae356b4954cd7f3315da60cab75041
34780,Chi-Fou-Mi Productions,,34780,CHI-FOU-MI PRODUCTIONS,C151,a1e38b1b31998307d12be4d78890312e
34782,Treasure Company,,34782,TREASURE COMPANY,T626,b8266e557030eae66b6abbf624b6558e
30131,Southpaw Entertainment,,30131,SOUTHPAW ENTERTAINMENT,S315,852d23c26e3c13cb1604e485c5835c83
181,Channel Four Films,,181,CHANNEL FOUR FILMS,C541,d2aee9f55843e4daac959ba4545c94ee
5550,Midwinter Productions Inc.,,5550,MIDWINTER PRODUCTIONS INC.,M353,c132927023640e5a4eacc700239a0c76
20848,Rough House Pictures,,20848,ROUGH HOUSE PICTURES,R221,8904da15d1acf9e8ba8153e3c525f60a
11600,Bungalow Productions,,11600,BUNGALOW PRODUCTIONS,B524,60406c0a96f207c22d3e06280e370518
11601,Silver Lion Films,,11601,SILVER LION FILMS,S416,6836a7b1b374f812a50332f5c2a5a87c
11602,Vision View Entertainment,,11602,VISION VIEW ENTERTAINMENT,V251,cc872e944771fde42fa9a10c2de3fe42
2090,Motion Picture Corporation of America,,2090,MOTION PICTURE CORPORATION OF AMERICA,M351,5212a938a3f14e0b54494deef287dc0b
19925,Bridget Johnson Films,,19925,BRIDGET JOHNSON FILMS,B632,0d9b5d384ac080eef5b0d08199d322fb
19926,Skate Away Productions,,19926,SKATE AWAY PRODUCTIONS,S316,50091c2afda56c4a60d0c03f60019591
2976,Mile High Productions,,2976,MILE HIGH PRODUCTIONS,M421,9fe708cc9da46576e25271131ec48e43
2977,Kevin Messick Productions,,2977,KEVIN MESSICK PRODUCTIONS,K152,1d8363a044f7261da8ccc2fcc0283e6b
73620,Saville Productions,,73620,SAVILLE PRODUCTIONS,S141,3c92897aabbf50d81d395aac9ab6494e
11627,Necropia,,11627,NECROPIA,N261,5287db44fc4b20cc0215255058869e65
11628,Tequila Gang,,11628,TEQUILA GANG,T242,bf7fd81e16466b6d0bee5a0aa1441038
12138,Fierce Entertainment,,12138,FIERCE ENTERTAINMENT,F625,bf051b17d0b8a4af089cf77c35f339f8
23956,Rogue Films,,23956,ROGUE FILMS,R214,b003fc592a098ceaaaf40da08520f385
53012,Blue Sea Productions,,53012,BLUE SEA PRODUCTIONS,B421,6fc41e4b2d46c6d0379dc3a2d410a492
32793,CST Telecommunications,,32793,CST TELECOMMUNICATIONS,C342,5514dc97aa07b8253d5bc238436a6ee0
67823,Star Partners,,67823,STAR PARTNERS,S361,6a19daeeb4ab11493e9dbe2378c1d868
2499,The Kushner-Locke Company,,2499,THE KUSHNER-LOCKE COMPANY,T225,4236c604380b89c0f46d2beaacb51e7e
11308,Savoy Pictures,,11308,SAVOY PICTURES,S112,47f958dc363a52ddb2d47cc662d6409d
4024,Pacific Film and Television Commission,,4024,PACIFIC FILM AND TELEVISION COMMISSION,P212,ca3e0670c032ca6a197da15418703ae6
23003,Internationale Filmproduktion Prometheus,,23003,INTERNATIONALE FILMPRODUKTION PROMETHEUS,I536,dc0f2b33cf55c552b1bbf84c96ec33c1
8853,Rogue,,8853,ROGUE,R200,ae412534db3879501923fa67e0ea0174
49241,Daybreak,,49241,DAYBREAK,D162,39e48ca1cf85c77666b3a155159078c9
7215,Incentive Filmed Entertainment,,7215,INCENTIVE FILMED ENTERTAINMENT,I525,139fcc08344c04eebe98d5c0ffc2b22b
1445,Golan-Globus,,1445,GOLAN-GLOBUS,G452,942ec0a0627adaebce58abcb1d4291d2
21896,Easedram,,21896,EASEDRAM,E236,09bc3953cdca1170d6f805b8b0996a4e
7486,American Film Company,,7486,AMERICAN FILM COMPANY,A562,1a2f617c7ce8769e43f3468f4fcb0882
24459,Fabula,,24459,FABULA,F140,a786af2e6515ca60b514278336a6a911
60255,Half Circle,,60255,HALF CIRCLE,H412,2c8d8b05506ed89199c8a1abf771513a
7038,Quad Productions,,7038,QUAD PRODUCTIONS,Q316,608c8c64396ee3ed34ebe9fa037d42fc
6573,Mimran Schur Pictures,,6573,MIMRAN SCHUR PICTURES,M565,e568e0b9af76adf4c5cf3ff6d4fc91f7
12425,Filmtribe,,12425,FILMTRIBE,F453,d24185c91bc03b552dc6354c88d9d453
8609,TriStar Television,,8609,TRISTAR TELEVISION,T623,3b5f6a4eb00c7acd163af46cf38499ba
26560,Esparza / Katz Productions,,26560,ESPARZA / KATZ PRODUCTIONS,E216,2b84c3b9f967af3c28d348885a2629e2
2546,Peirce Pictures,,2546,PEIRCE PICTURES,P621,5279575af44cffe62dfe32874a3f220c
3334,Adam Fields Productions,,3334,ADAM FIELDS PRODUCTIONS,A351,4c7b3ef6e0714b9ac6d25ab8a7e80897
81140,Two Girls Productions,,81140,TWO GIRLS PRODUCTIONS,T264,6371fe6b422907959561dbe0a15f904d
22637,North Box Productions,,22637,NORTH BOX PRODUCTIONS,N631,0182d87c02d6c585f6688bda4397ac28
2108,Battleplan Productions,,2108,BATTLEPLAN PRODUCTIONS,B341,ed3069ffd3265f5afe0648e4e77a0254
12260,Bob Yari Productions,,12260,BOB YARI PRODUCTIONS,B161,3bbcbe0d97bddb739685a10f65d2499c
3470,Stone Group Pictures,,3470,STONE GROUP PICTURES,S352,6b765a376ffbabe3db8a4f8490aaada0
3603,Vision International,,3603,VISION INTERNATIONAL,V255,8d1705fba2832ce138a42c7de7f82dd0
7585,Delphi II Productions,,7585,DELPHI II PRODUCTIONS,D411,de54c93670753f7855ab8be2f5bde4a1
35061,Colgems Productions Ltd.,,35061,COLGEMS PRODUCTIONS LTD.,C425,ae3be103e6cdf45a9450d5723586e174
89629,Say It Isn't So Productions,,89629,SAY IT ISN'T SO PRODUCTIONS,S325,d7e4edf3998e2e7f53a395ee91b37c1f
294,New Zealand Film Commission,,294,NEW ZEALAND FILM COMMISSION,N245,957c181a3c3d0f0ecb3505fa4bb39914
12325,OLC / Rights Entertainment,,12325,OLC / RIGHTS ENTERTAINMENT,O426,e7d2f041d0583a21b1dc73687d8542c3
12326,Tanlay,,12326,TANLAY,T540,7ed9b8e341588ec05268b6b4835d41a2
12327,New Zealand Film Production Fund,,12327,NEW ZEALAND FILM PRODUCTION FUND,N245,9609fd351bb9ada2283bd3625a970fa9
12328,3 Dogs and a Pony,,12328,3 DOGS AND A PONY,D253,d58bf9575a755a59feb53fbeef865520
12329,Park Road Post,,12329,PARK ROAD POST,P626,492f9cb8015142396e1b28776553f7d7
12330,WFI Productions Ltd.,,12330,WFI PRODUCTIONS LTD.,W116,4ecbf9843a67751e53863705b1b84f48
2231,Trilogy Entertainment Group,,2231,TRILOGY ENTERTAINMENT GROUP,T642,be871a44d72aafc1d942ddce7ca241be
164,Rhombus Media,,164,RHOMBUS MEDIA,R512,5d9ead54f3481248acc9c76d6f610898
345,O2 Filmes,,345,O2 FILMES,O145,887a94cb3ec0229d84bc3e94a76690b8
2439,Bee Vine Pictures,,2439,BEE VINE PICTURES,B151,f124e79eef244140cd7370b94b43b5e4
2514,Alliance Films,,2514,ALLIANCE FILMS,A452,7e713446f48e72fc6b423bdaa691ebba
3033,Asmik Ace Entertainment,,3033,ASMIK ACE ENTERTAINMENT,A252,2252bbd2d82e31e77744c0d0568b31c0
3656,GAGA,,3656,GAGA,G200,03271ce9726d808d56d7111612131033
4887,Fox Filmes do Brasil,,4887,FOX FILMES DO BRASIL,F214,84e5fb7f6c07d00ec257aa5186519ec6
11547,Ancine,,11547,ANCINE,A525,6d3756ba7e67e0bb69c4b0371ebfbe80
11548,BNDES,,11548,BNDES,B532,80c48fc7917dc844bf6228f6fdd20af5
11549,Cinema Investment,,11549,CINEMA INVESTMENT,C555,97e43ec721287c68690a30a0b8f8b520
11551,Movie Central Network,,11551,MOVIE CENTRAL NETWORK,M125,63c475a94b8a0603c2e5171035fd75a5
15127,Boll KG,,15127,BOLL KG,B420,4bdf878e071d15a354b45a7073107e12
2066,Zanagar Films,,2066,ZANAGAR FILMS,Z526,db02c6dfc9a272892fd8cfaa59713668
8997,SBS Productions,,8997,SBS PRODUCTIONS,S121,7cba95463bbd0b22e32799b1242343e3
11240,Polski Instytut Sztuki Filmowej,,11240,POLSKI INSTYTUT SZTUKI FILMOWEJ,P425,cbf789b5e750b2eeaad97f6035655b3e
11795,France Tu00e9lu00e9visions,,11795,FRANCE TU00E9LU00E9VISIONS,F652,30a4d959493bf3ff2dad5107376a06a1
45970,France 2 Cinu00e9ma,,45970,FRANCE 2 CINU00E9MA,F652,991d6488cb8afed7512e1dfd54560970
52574,SPI Film Studio,,52574,SPI FILM STUDIO,S114,383ba5459766cb93253d9570d1fa06e9
4616,Freestyle Releasing,,4616,FREESTYLE RELEASING,F623,5707876f0e3adc0485fb25aa48957923
5705,CinemaNX,,5705,CINEMANX,C555,d1eae0a1a3fa488fe8397e960b9b7fa1
3110,Paco Cinematografica,,3110,PACO CINEMATOGRAFICA,P225,8ac2cca6ae34b445e8452b25d5aee746
20416,Regione Lazio,,20416,REGIONE LAZIO,R254,f428a1fbddd897e5467216d585880b4d
20644,Business Location Sudtirol Alto Adige,,20644,BUSINESS LOCATION SUDTIROL ALTO ADIGE,B252,c1d66970ec139283edd2d666b16a68f3
38591,Friuli Venezia Giulia Film Commission,,38591,FRIULI VENEZIA GIULIA FILM COMMISSION,F641,8b5a589f1d7924b3ead990a7928dc319
38592,UniCredit Group,,38592,UNICREDIT GROUP,U526,2eb6c0508e52362d5eaa7e68161f6c04
10478,Polsky Films,,10478,POLSKY FILMS,P421,3fcc939e3c4a118ff4a9df7324312a0f
11265,Osiris Productions,,11265,OSIRIS PRODUCTIONS,O262,951d87da2592c3d956ab396047459630
11266,Lieutenant Productions,,11266,LIEUTENANT PRODUCTIONS,L355,4923aa86a19b373624ad2d1c550d9c77
1991,Motion Investment Group,,1991,MOTION INVESTMENT GROUP,M355,c9a38631bb1a831770e17499050de941
7801,Herold and Family,,7801,HEROLD AND FAMILY,H643,95d5e4c19527dfbab4dfba107b51d3c2
3145,CN Film,,3145,CN FILM,C514,86a0700e3baab8b5407dcf6c6620c607
14384,Translux,,14384,TRANSLUX,T652,912f59062120bf53b5b49fca0bc93c0b
3870,Premiere Picture,,3870,PREMIERE PICTURE,P656,e32ab040653658bb3cd0751dfe9b3ad1
5706,Mythic International Entertainment,,5706,MYTHIC INTERNATIONAL ENTERTAINMENT,M325,62e4e0a7f239128357fd9e50ac4c0b07
7416,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),,7416,FILM & ENTERTAINMENT VIP MEDIENFONDS 4 GMBH & CO. KG (I),F455,5410da557b98bb7609d39a405bae4390
13792,Perpetual Media Capital,,13792,PERPETUAL MEDIA CAPITAL,P613,d111115b54e4fb04c3127a75c0685f3c
19579,Molinare Investment,,19579,MOLINARE INVESTMENT,M456,eb440aa6e707c0608f6e71fa625a4bce
25487,ContentFilm International,,25487,CONTENTFILM INTERNATIONAL,C535,a1744fccf22bc01cfff7bc0688b03f49
45424,Heart & Soul Production,,45424,HEART & SOUL PRODUCTION,H632,d45316495eb464bd4efa537ed54c4f31
45425,Beijing Silver Moon Productions,,45425,BEIJING SILVER MOON PRODUCTIONS,B252,0149f9f5a49ce4ead5680628544babe0
37580,MVP Films,,37580,MVP FILMS,M145,e0cc7c380f76e65c078c8c740320fa10
37831,Invest Capital Film Group,,37831,INVEST CAPITAL FILM GROUP,I512,78b8e2878fbb2a791fd134b546bb1e1a
37832,Live Screen Pictures,,37832,LIVE SCREEN PICTURES,L126,7bafedd2cdeaa846a0d3c8f98e851d2d
1176,Lorimar Film Entertainment,,1176,LORIMAR FILM ENTERTAINMENT,L656,154ea1a41168d30fe6237526a524b402
346,VideoFilmes,,346,VIDEOFILMES,V314,d11ce7da42ef39250f2b23a32849accb
8372,SPAD Films,,8372,SPAD FILMS,S131,434fa2f7e982188a30a5d13e948e7d05
9209,MK2 Productions,,9209,MK2 PRODUCTIONS,M216,69d3a38e661ff15211cab3257dc798a0
12467,Nomadic Pictures,,12467,NOMADIC PICTURES,N532,d65e5c10fcc6ec0b7cca31734a51ffba
79077,Jerry Leider Company,,79077,JERRY LEIDER COMPANY,J643,36244cf6e544a16addc8f3aef0c79fe3
696,Rogue Marble,,696,ROGUE MARBLE,R256,e03e525c0e6b9cb6d603e16beca34d0d
1601,Maven Entertainment,,1601,MAVEN ENTERTAINMENT,M155,8153215fe6e32bca45e372337b8ff134
13242,Unanimous Pictures,,13242,UNANIMOUS PICTURES,U555,8e407c33c98254702f10882cd02094c4
14358,1821 Pictures,,14358,1821 PICTURES,P236,99a80f2788bdb3a47d23914773f4db96
14359,Scott Pictures,,14359,SCOTT PICTURES,S312,aaa7a394e5f88567b9453d4875dd645a
53013,Rational Packaging Company,,53013,RATIONAL PACKAGING COMPANY,R354,26d97676ab9d3ff8a35da80a7f651cb1
53014,Lansdown Films,,53014,LANSDOWN FILMS,L523,e1015f102b6ee80ca5e8471ab482a3b9
959,IndieProd Company Productions,,959,INDIEPROD COMPANY PRODUCTIONS,I531,db77637ccf47a556b010f9c5dc5f9687
1464,Summer Knowledge LLC,,1464,SUMMER KNOWLEDGE LLC,S562,1c147ab6a6d10b6ea2d92031d869146b
65402,JLT Productions,,65402,JLT PRODUCTIONS,J431,4d44c1626166365afcce8ad320a69c36
2599,Blue Askew,,2599,BLUE ASKEW,B420,857a56fbd20b638aea411cf7f215bf8c
37,Gramercy Pictures,,37,GRAMERCY PICTURES,G656,f3217b8daf3862384ba801cb4e1437c1
8856,Intermedia,,8856,INTERMEDIA,I536,255d2355f7f18fee9268e37b6b3c7ae3
1782,Smoke House,,1782,SMOKE HOUSE,S522,1f29c178b4a50f9334058f1cc69222fb
2730,Motown Productions,,2730,MOTOWN PRODUCTIONS,M351,9903a296a97c4c69e4fa02026f36eaa9
7332,Chako Film Company,,7332,CHAKO FILM COMPANY,C214,69f07feb0cb686509db686057affcc14
18524,Intellectual Properties Worldwide,,18524,INTELLECTUAL PROPERTIES WORLDWIDE,I534,6536b18f995fad321ecad3981cdd0cd4
22596,Aja / Levasseur Productions,,22596,AJA / LEVASSEUR PRODUCTIONS,A241,bfe13778981d20a59e6bb3afe1eae8ed
6045,Richard Williams Productions,,6045,RICHARD WILLIAMS PRODUCTIONS,R263,1576f042c876b6e53702f1b8d142942e
3356,State Street Pictures,,3356,STATE STREET PICTURES,S332,1119d1fa3cf518891fc72f12b56e0e51
11200,Buena Vista Home Entertainment,,11200,BUENA VISTA HOME ENTERTAINMENT,B512,770342e3317cb478a47125919a9b3128
12518,d-rights,,12518,D-RIGHTS,D623,cd1a70887a395f2b552fd959afe334b4
74952,Tohokushinsha Film Corporation,,74952,TOHOKUSHINSHA FILM CORPORATION,T225,07a55e893d9904f91f0ab1e2461dd235
9018,Crystal City Entertainment,,9018,CRYSTAL CITY ENTERTAINMENT,C623,ec010a4d07e3d0729bfc83c0c4bedbac
707,Matador Pictures,,707,MATADOR PICTURES,M336,ced5de63e9880fc650235bf58a354d9d
7543,Arcadia Motion Pictures,,7543,ARCADIA MOTION PICTURES,A623,3706503d1c85ee15d4cf2ce17462e05e
10069,"Afrodita Audiovisual, A.I.E.",,10069,"AFRODITA AUDIOVISUAL, A.I.E.",A163,ee2a1e5feed3eedbd34fd3b686ba9e97
16742,Telefu00f3nica Producciones,,16742,TELEFU00F3NICA PRODUCCIONES,T411,34ec33a026b93b068befe15e93e16bbd
20386,Entertainment Motion Pictures,,20386,ENTERTAINMENT MOTION PICTURES,E536,c48e535ad9d02911b2bceee3dca7787c
49252,Cinema One,,49252,CINEMA ONE,C555,d2fcd88cd6cbf23c43cc3031134e4c3a
53195,Nix Films,,53195,NIX FILMS,N214,17ea36f1c9bd8fd41bc98f12a48293e8
66897,International Pictures Two,,66897,INTERNATIONAL PICTURES TWO,I536,c54c7db9290a24d3054e12d57be742b4
66899,Cronos Entertainment AIE,,66899,CRONOS ENTERTAINMENT AIE,C652,ce6fff68a231d6476d547632423565ff
5267,Irish Film Board,,5267,IRISH FILM BOARD,I621,8d275464da3aafad8ba69ff5b80b80b2
22058,Krisjair,,22058,KRISJAIR,K626,622294f83c765502fcb8b61ab2450286
22059,Laredo,,22059,LAREDO,L630,95bd59e6ca6ec2c5ced24d56c35e0c85
2087,Blackfriars Bridge Films,,2087,BLACKFRIARS BRIDGE FILMS,B421,96a7747728bf76d23b5d53666e5ea9ad
2088,NALA Films,,2088,NALA FILMS,N414,c099500dc575b70744ea7cb8e6c34726
2089,Samuels Media,,2089,SAMUELS MEDIA,S542,dc52eab9c4b5dfc415dad97fdcb63033
726,Haut et Court,,726,HAUT ET COURT,H332,14f9a2d2d4b1712f2c0a8e3b0bda3916
2564,Cinu00e9@,,2564,CINU00E9@,C500,c6660806effeded7586e8cc134acbbbd
11247,Soficapital,,11247,SOFICAPITAL,S121,1853d4e7881bfcd1b402f226050d4a20
12053,Cofinova 5,,12053,COFINOVA 5,C151,70888bdd615021af0d0b62b035271ccf
20881,Films Distribution,,20881,FILMS DISTRIBUTION,F452,ecff731471f0467828833faa3714210f
30301,Banque Populaire Images 9,,30301,BANQUE POPULAIRE IMAGES 9,B521,603fa9d9e53c645a79399ecc1b05d1da
8583,Minds Eye Entertainment,,8583,MINDS EYE ENTERTAINMENT,M532,9f9310ad2bb19f0add4255932b055e29
13680,Panacea Entertainment,,13680,PANACEA ENTERTAINMENT,P525,8ef336c0d05a3b0daf2b8dff06d2135f
21012,Moving Pictures Media,,21012,MOVING PICTURES MEDIA,M152,95b49aef06b68e0e240121ceda77ccf4
7058,Bill Kenwright Films,,7058,BILL KENWRIGHT FILMS,B425,5a1f5fc522c6fc1cdcf03e0dad430640
20456,National Lottery through UK Film Council,,20456,NATIONAL LOTTERY THROUGH UK FILM COUNCIL,N354,a76a9d609fecde7c30c1f81803ec0c43
30298,Cine Productions,,30298,CINE PRODUCTIONS,C516,2cbfeb647237c7196f2624d3ccb40c98
30299,MMC Studios,,30299,MMC STUDIOS,M233,0cf541b1bc5f7d915f13a67ada229a39
30300,Tiggy Films,,30300,TIGGY FILMS,T214,c47545984e1f44722848f16b3329c710
30302,Cheri Productions,,30302,CHERI PRODUCTIONS,C616,db08ccaf2bb316616f934c6db2ae3aaf
30303,Erste MMC-Production,,30303,ERSTE MMC-PRODUCTION,E623,e55d32e66c3c4e8a24611ed6567f2e89
2270,China Film Group Corporation,,2270,CHINA FILM GROUP CORPORATION,C514,99e0056cd43ce1b1d3ab64ed5b757ce4
617,Brooksfilms Ltd.,,617,BROOKSFILMS LTD.,B621,a45873fe4bebae96ae9838182a8e7e89
40309,Fear of God Films,,40309,FEAR OF GOD FILMS,F612,49d37fd576e2da3d598186c310fd0d72
2939,98 MPH Productions,,2939,98 MPH PRODUCTIONS,M116,837bd735570e6d66742ed48c6728f0b9
80510,Monkey Dance Productions,,80510,MONKEY DANCE PRODUCTIONS,M523,ceec7d3cbcd937e679e0fa3bef3f87d3
500,Goldcrest Films International,,500,GOLDCREST FILMS INTERNATIONAL,G432,509aafe3e100363dea28ccd5251aa561
501,Indo-British,,501,INDO-BRITISH,I531,9225af8f866bb9f9aa66547a131bd4f1
502,International Film Investors,,502,INTERNATIONAL FILM INVESTORS,I536,185bd01bb8470b3e76230f064bd652fc
503,National Film Development Corporation of India,,503,NATIONAL FILM DEVELOPMENT CORPORATION OF INDIA,N354,6167ac0723ea69cda776163e93624c28
504,Carolina Bank,,504,CAROLINA BANK,C645,ad0e3d3e6b1aa5e7e8036981b0f3a5af
31893,DreamWorks Studios,,31893,DREAMWORKS STUDIOS,D656,06274bbfee9a7918082850c4c94b135e
7483,Hearst Entertainment Productions,,7483,HEARST ENTERTAINMENT PRODUCTIONS,H623,325a282fc3f38b3c0ebc0d5c152e125a
7733,Laurinfilm,,7733,LAURINFILM,L651,bf4418d208aebe45b22a46f7b17dc199
7734,Subterranean Productions LLC,,7734,SUBTERRANEAN PRODUCTIONS LLC,S136,82b310b0a7252546d8170f691c47e170
7735,Subterranean Productions UK Ltd.,,7735,SUBTERRANEAN PRODUCTIONS UK LTD.,S136,40441f586ec9e069ac31bded4e9be84f
7736,Underworld Produktions GmbH,,7736,UNDERWORLD PRODUKTIONS GMBH,U536,c21f81f45c46d83454c7a05cee60c9f2
23635,Patalex V Productions Limited,,23635,PATALEX V PRODUCTIONS LIMITED,P342,fcdfa73be4c87298e09ae0cdb920c5a2
4205,Groundswell Productions,,4205,GROUNDSWELL PRODUCTIONS,G653,29f156cce648b2d5c503bc0ae554cb26
6822,Jaffe / Braunstein Enterprise,,6822,JAFFE / BRAUNSTEIN ENTERPRISE,J116,f1d7037cd9619bc06344e95a95fa8956
5553,Shadowlands Productions,,5553,SHADOWLANDS PRODUCTIONS,S345,7f3ef8afbf3b1dfed9582bc402ee0112
28275,The Ink Factory,,28275,THE INK FACTORY,T521,e002c7b1f93585c25633a29b59fbbf6c
24851,Riverdale Productions,,24851,RIVERDALE PRODUCTIONS,R163,6e6b0b29c940b268c5ab113d97ab6461
23488,Kanzeon,,23488,KANZEON,K525,3690a4bbec4e58d41220b89b003cf72b
23489,Huckabee's,,23489,HUCKABEE'S,H212,2d7f7fa5597d4ddf53827b0abb0b9eb7
5044,Infinity Omnimedia,,5044,INFINITY OMNIMEDIA,I515,c4c61416a2aca44ba7fabccd8e59d26a
5045,TBN Films,,5045,TBN FILMS,T151,ea11b2cf96641d4fb331e077c09b5271
15152,Geoffrey Productions,,15152,GEOFFREY PRODUCTIONS,G161,9493ac10c3552444d63f6f73fe0cad92
2267,First Choice Films,,2267,FIRST CHOICE FILMS,F623,067edefb3f6ddd58ecc3183ee60e1098
234,CoBo Fund,,234,COBO FUND,C115,01b1d33c101bf87d37f806fb150cfb9d
865,Motel Films,,865,MOTEL FILMS,M341,9e8a66f7c5ef61dcba3d18bf9ef6a671
2254,Egoli Tossell Film AG,,2254,EGOLI TOSSELL FILM AG,E243,0067c78643c96b7ba7fd9acaf2fe5af0
4508,Nederlands Fonds voor de Film,,4508,NEDERLANDS FONDS VOOR DE FILM,N364,47091815975156df3fba4f34d1131b04
12046,Fu Works,,12046,FU WORKS,F620,287367f89078684d5b84b7b0f91215f8
16618,Hector BV,,16618,HECTOR BV,H236,c090dcc460732201f91cc86068843914
21972,Media Programme of the European Community,,21972,MEDIA PROGRAMME OF THE EUROPEAN COMMUNITY,M316,32e91a9ff5398108f07ec11922020d06
23192,Euroimages Fund of the Council of Europe,,23192,EUROIMAGES FUND OF THE COUNCIL OF EUROPE,E652,9e96930743e9ff71be8c56fd7b9ab264
25488,Clockwork Pictures,,25488,CLOCKWORK PICTURES,C426,b4ca84350a00bfc36f279a6fa6337610
3244,Media Pro Pictures,,3244,MEDIA PRO PICTURES,M316,33caecced4eed1b01bf2c89cf776c423
4176,Nord-Ouest Productions,,4176,NORD-OUEST PRODUCTIONS,N632,e5ebceddd7964c7a3a64214d059fef1a
10441,The Bureau,,10441,THE BUREAU,T160,5d9ae55d1bc0b53e637411066c3c8f4d
11773,Artu00e9mis Productions,,11773,ARTU00E9MIS PRODUCTIONS,A635,baa5f1e02af5f139461e95b7b1287e1a
10424,Primate Pictures,,10424,PRIMATE PICTURES,P653,c1cde8282b91d8a8f94cb5ec65d82501
10425,Kim and Jim Productions,,10425,KIM AND JIM PRODUCTIONS,K553,6a65105d632e03adb81137c9ec5f33fe
10426,Panay Films,,10426,PANAY FILMS,P514,bd759cf8bafa7eba588cff5d02cb82a2
52046,verture Films,,52046,VERTURE FILMS,V636,eed41a5bde5ca4e195977813e79237c0
17513,Film i Vu00e4st,,17513,FILM I VU00E4ST,F451,cbff9a2a7b82e4e7efbc14ae6645d4ce
18230,Filmgate Films,,18230,FILMGATE FILMS,F452,770060e32772fad817c3ce2064de5be2
36991,Clarius Entertainment,,36991,CLARIUS ENTERTAINMENT,C462,1b43041dcd87badb37f7ad7f31a7d4aa
10956,Film Properties International N.V.,,10956,FILM PROPERTIES INTERNATIONAL N.V.,F451,7fa2be3356d0509fbff7983f66ca681b
6572,Stone Productions,,6572,STONE PRODUCTIONS,S351,e24707ca17f658f20079070a699150de
22512,Arlington Road Productions Corporation,,22512,ARLINGTON ROAD PRODUCTIONS CORPORATION,A645,a4825f9f62bce2f2b3076678da48b987
22513,Gorai / Samuelson Productions,,22513,GORAI / SAMUELSON PRODUCTIONS,G625,012563d5345497d1580762c49d1fb9b0
5517,100 Bares,,5517,100 BARES,B620,f385c129d83d12e40b1c1c9b898c48f8
11408,Ministerio de Cultura,,11408,MINISTERIO DE CULTURA,M523,abaf42838f780f981ecff1a6f59cc5e0
11427,Instituto de Cru00e9dito Oficial (ICO),,11427,INSTITUTO DE CRU00E9DITO OFICIAL (ICO),I523,d95100205bdaa2dd145f8d3aa6b5cb5c
21915,Televisiu00f3n Federal (Telefe),,21915,TELEVISIU00F3N FEDERAL (TELEFE),T412,872012bd6f6159e7e121346aa2b78b32
22128,369 Productions,,22128,369 PRODUCTIONS,P632,665bc2a5e95aa00443fce5a76162a424
22130,Catmandu Branded Entertainment,,22130,CATMANDU BRANDED ENTERTAINMENT,C355,776f9e206045b12781fb5e306f8cd9a6
22133,JEMPSA,,22133,JEMPSA,J512,cbdba726357b6b689bac9f8972e62dbd
22134,Plural - Jempsa,,22134,PLURAL - JEMPSA,P464,7fa6d413d9a901e270bb7a0fb2d1af45
6246,Medusa Film,,6246,MEDUSA FILM,M321,e5751ef5ca8a5306fb171654ef7fe594
12966,Perdido Productions,,12966,PERDIDO PRODUCTIONS,P633,a822c5c58c2745f678a930e31503b323
1538,Comedy Central,,1538,COMEDY CENTRAL,C532,fa894851552e99b1cc146264a8ffaf4b
7480,Comedy Central Films,,7480,COMEDY CENTRAL FILMS,C532,c19af1c0f0f11cfd45da8c330b64aab7
45852,Comedy Partners,,45852,COMEDY PARTNERS,C531,69769c3a8699f8c7b3e2f2757edc980b
1012,Parabolic Pictures,,1012,PARABOLIC PICTURES,P614,e5c1d68d95d4672526ac9bb9b23a9ccc
1013,Stable Way Entertainment,,1013,STABLE WAY ENTERTAINMENT,S314,1ac1045db43879f66191af3d0079d38c
1014,Target Media Entertainment,,1014,TARGET MEDIA ENTERTAINMENT,T623,d2bd979709bda2f8b09d65f898cc1e51
10760,VIP 1 Medienfonds,,10760,VIP 1 MEDIENFONDS,V153,f50260909dcf4517504363f02dc3ff94
969,Golden Harvest Pictures,,969,GOLDEN HARVEST PICTURES,G435,8138b155b6513c6d02e6b41c390bb612
53677,Clearwater Holdings Limited,,53677,CLEARWATER HOLDINGS LIMITED,C463,5c21fadecdc6098ce14925c91dd3227f
3858,GHS Productions KG,,3858,GHS PRODUCTIONS KG,G216,9b203e686c3b10b1bf64a397da0df3ce
3859,Munich Film Partners & Company (MFP) GHS Productions,,3859,MUNICH FILM PARTNERS & COMPANY (MFP) GHS PRODUCTIONS,M521,985549a7750c68facb2c4e2b9fd28792
3860,Nides/McCormick Productions,,3860,NIDES/MCCORMICK PRODUCTIONS,N325,82c7af92e077e870fdc1a973a4bfce75
